Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R (Up to, in MB/s)","W (Up to, in MB/s)",Categories,Notes (*)
Mushkin,Source,SATA/AHCI,"2.5"" & M.2 (1TB)",2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,"HC, SED, DCX variants"
Mushkin,Source II,SATA/AHCI,"2.5"" & M.2 (1TB)",250GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,
Mushkin,Source II,SATA/AHCI,"2.5"" & M.2 (1TB)",500GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,
Mushkin,Source II,SATA/AHCI,"2.5"" & M.2 (1TB)",1000GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,
Mushkin,Source II,SATA/AHCI,"2.5"" & M.2 (1TB)",2000GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,
Mushkin,Source II,SATA/AHCI,"2.5"" & M.2 (1TB)",2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,
Mushkin,Source Q,USB 3.2 Gen 2x1,USB-C,500GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,560,515,Entry-Level SATA,Portable
Mushkin,Source Q,USB 3.2 Gen 2x1,USB-C,1000GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,560,515,Entry-Level SATA,Portable
Mushkin,Source Q,USB 3.2 Gen 2x1,USB-C,2000GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,560,515,Entry-Level SATA,Portable
Mushkin,Source Q,USB 3.2 Gen 2x1,USB-C,2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,560,515,Entry-Level SATA,Portable
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,256GB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,96+,3300,2900,Entry-Level NVMe,
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,512GB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,96+,3300,2900,Entry-Level NVMe,
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,1TB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,96+,3300,2900,Entry-Level NVMe,
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,2TB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,96+,3300,2900,Entry-Level NVMe,
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",80GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",160GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",320GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",640GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",120GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",240GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",480GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",960GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,
Mushkin,Vortex LX,x4 PCIe 4.0/NVMe,M.2,512GB,Innogrit IG5220,"Tri-core R5, 4x8",No,Yes,,TLC,,4985,4775,Mid-Range NVMe,QLC possible at higher caps?
Mushkin,Vortex LX,x4 PCIe 4.0/NVMe,M.2,1TB,Innogrit IG5220,"Tri-core R5, 4x8",No,Yes,,TLC,,4985,4775,Mid-Range NVMe,QLC possible at higher caps?
Mushkin,Vortex LX,x4 PCIe 4.0/NVMe,M.2,2TB,Innogrit IG5220,"Tri-core R5, 4x8",No,Yes,,TLC,,4985,4775,Mid-Range NVMe,QLC possible at higher caps?
Neo Forza,NFP400,x4 PCIe 4.0/NVMe,M.2,1TB,Innogrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,YMTC,TLC,128,7400,6800,High-End NVMe,
Neo Forza,NFP400,x4 PCIe 4.0/NVMe,M.2,2TB,Innogrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,YMTC,TLC,128,7400,6800,High-End NVMe,
Neo Forza,NFP400,x4 PCIe 4.0/NVMe,M.2,4TB,Innogrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,YMTC,TLC,128,7400,6800,High-End NVMe,
Neo Forza,NFP455,x4 PCIe 5.0/NVMe,M.2,1TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,10000,High-End NVMe,
Neo Forza,NFP455,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,10000,High-End NVMe,
Neo Forza,NFP495,x4 PCIe 4.0/NVMe,M.2,1TB,TenaFe TC2201,"Dual Cortex-M7, 4-ch, 4-CE/ch",No,Yes,YMTC,TLC,232,7200,6500,High-End NVMe,
Neo Forza,NFP495,x4 PCIe 4.0/NVMe,M.2,2TB,TenaFe TC2201,"Dual Cortex-M7, 4-ch, 4-CE/ch",No,Yes,YMTC,TLC,232,7200,6500,High-End NVMe,
Neo Forza,NFP495,x4 PCIe 4.0/NVMe,M.2,4TB,TenaFe TC2201,"Dual Cortex-M7, 4-ch, 4-CE/ch",No,Yes,YMTC,TLC,232,7200,6500,High-End NVMe,
Neo Forza,Zion NFS01,SATA/AHCI,"2.5""",120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,
Neo Forza,Zion NFS01,SATA/AHCI,"2.5""",240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,
Neo Forza,Zion NFS01,SATA/AHCI,"2.5""",480GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,
Neo Forza,Zion NFS01,SATA/AHCI,"2.5""",960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,
Neo Forza,Zion NFS06,SATA/AHCI,"2.5""",120GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,510,High-End SATA,
Neo Forza,Zion NFS06,SATA/AHCI,"2.5""",240GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,510,High-End SATA,
Neo Forza,Zion NFS06,SATA/AHCI,"2.5""",480GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,510,High-End SATA,
Netac,Extreme Portable,,,,,,,,,,,,,,
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,250GB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500,2100,Entry-Level NVMe,
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,500GB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500,2100,Entry-Level NVMe,
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,1000GB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500,2100,Entry-Level NVMe,
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500,2100,Entry-Level NVMe,
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,500GB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,1000GB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,2000GB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,
Netac,NV5000-t,x4 PCIe 4.0/NVMe,M.2,500GB,TenaFe TC2200,"Dual M7, 4x4",No,Yes,YMTC,TLC,128,4800,4600,Mid-Range NVMe,
Netac,NV5000-t,x4 PCIe 4.0/NVMe,M.2,1000GB,TenaFe TC2200,"Dual M7, 4x4",No,Yes,YMTC,TLC,128,4800,4600,Mid-Range NVMe,
Netac,NV5000-t,x4 PCIe 4.0/NVMe,M.2,1TB,TenaFe TC2200,"Dual M7, 4x4",No,Yes,YMTC,TLC,128,4800,4600,Mid-Range NVMe,
Netac,NV7000,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7200,6850,High-End NVMe,IG5236 at 1/2TB; Heatsink issue?
Netac,NV7000,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7200,6850,High-End NVMe,IG5236 at 1/2TB; Heatsink issue?
Netac,NV7000,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7200,6850,High-End NVMe,IG5236 at 1/2TB; Heatsink issue?
Netac,NV7000-t,x4 PCIe 4.0/NVMe,M.2,512GB,,,,,,,,7300,6700,,
Netac,NV7000-t,x4 PCIe 4.0/NVMe,M.2,1TB,,,,,,,,7300,6700,,
Netac,NV7000-t,x4 PCIe 4.0/NVMe,M.2,2TB,,,,,,,,7300,6700,,
Netac,NV7000-Q,x4 PCIe 4.0/NVMe,M.2,1TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7100,6200,,
Netac,Portable,,,,,,,,,,,,,,
Netac,SA500,SATA/AHCI,"2.5""",120GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530,475,Entry-Level SATA,
Netac,SA500,SATA/AHCI,"2.5""",240GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530,475,Entry-Level SATA,
Netac,SA500,SATA/AHCI,"2.5""",480GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530,475,Entry-Level SATA,
Netac,SA500,SATA/AHCI,"2.5""",960GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530,475,Entry-Level SATA,
Netac,SA500,SATA/AHCI,"2.5""",1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530,475,Entry-Level SATA,
Nextorage,G Series ME,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E27T,,No,Yes,Kioxia,TLC,162,7400,6200,,M.2 2230
Nextorage,G Series ME,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E27T,,No,Yes,Kioxia,TLC,162,7400,6200,,M.2 2230
Nextorage,NEM-PA,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,PS5; G Series
Nextorage,NEM-PA,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,PS5; G Series
Nextorage,NE5N,x4 PCIe 5.0/NVMe,M.2,1TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,,,High-End NVMe,
Nextorage,NE5N,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,,,High-End NVMe,
Nextorage,NN5Pro,x4 PCIe 5.0/NVMe,M.2,1TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,
Nextorage,NN5Pro,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,
Orico,GV100,USB 3.2 Gen 2x1,USB-C,128GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,940,940,Entry-Level NVMe,Portable
Orico,GV100,USB 3.2 Gen 2x1,USB-C,256GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,940,940,Entry-Level NVMe,Portable
Orico,GV100,USB 3.2 Gen 2x1,USB-C,512GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,940,940,Entry-Level NVMe,Portable
Orico,GV100,USB 3.2 Gen 2x1,USB-C,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,940,940,Entry-Level NVMe,Portable
Orico,V500,x4 PCIe 3.0/NVMe,M.2,128GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070,1668,Entry-Level NVMe,
Orico,V500,x4 PCIe 3.0/NVMe,M.2,256GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070,1668,Entry-Level NVMe,
Orico,V500,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070,1668,Entry-Level NVMe,
Orico,V500,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070,1668,Entry-Level NVMe,
Patriot,Burst,SATA/AHCI,"2.5""",120GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560,540,Entry-Level SATA,
Patriot,Burst,SATA/AHCI,"2.5""",240GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560,540,Entry-Level SATA,
Patriot,Burst,SATA/AHCI,"2.5""",480GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560,540,Entry-Level SATA,
Patriot,Burst,SATA/AHCI,"2.5""",960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560,540,Entry-Level SATA,
Patriot,Burst Elite,SATA/AHCI,"2.5""",120GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,450,450,Entry-Level SATA,TLC at smaller capacities
Patriot,Burst Elite,SATA/AHCI,"2.5""",1GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,450,450,Entry-Level SATA,TLC at smaller capacities
Patriot,EVLVR 2,Thunderbolt 3,USB-C,Up to 2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,2850,2600,Mid-Range NVMe,Portable
Patriot,P200,SATA/AHCI,"2.5""",256GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,460,Entry-Level SATA,2TB SKU uses MAS0902A
Patriot,P200,SATA/AHCI,"2.5""",512GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,460,Entry-Level SATA,2TB SKU uses MAS0902A
Patriot,P200,SATA/AHCI,"2.5""",1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,460,Entry-Level SATA,2TB SKU uses MAS0902A
Patriot,P200,SATA/AHCI,"2.5""",2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,460,Entry-Level SATA,2TB SKU uses MAS0902A
Patriot,P210,SATA/AHCI,"2.5""",Up to 2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,520,430,Entry-Level SATA,
Patriot,P220,SATA/AHCI,"2.5""",Up to 4TB,Maxio MAS1102,"ARM, 2x8",No,N/A,YMTC,TLC,,,,Entry-Level SATA,
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,128GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,SM2263XT variant
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,256GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,SM2263XT variant
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,SM2263XT variant
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,SM2263XT variant
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,SM2263XT variant
Patriot,P310,x4 PCIe 3.0/NVMe,M.2,240GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,2100,1800,Entry-Level NVMe,
Patriot,P310,x4 PCIe 3.0/NVMe,M.2,1GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,2100,1800,Entry-Level NVMe,
Patriot,P400,x4 PCIe 4.0/NVMe,M.2,512GB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000,4800,Mid-Range NVMe,
Patriot,P400,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000,4800,Mid-Range NVMe,
Patriot,P400,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000,4800,Mid-Range NVMe,
Patriot,P400 Lite,,,,SMI SM2267XT,"Dual R5, 4x4",No,Yes,,,,3500,2700,Entry-Level NVMe,"Alt: E19T, similar to NV2"
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,500GB,,,,,,,,6200,,,
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,1000GB,,,,,,,,6200,,,
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,2000GB,,,,,,,,6200,,,
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,4000GB,,,,,,,,6200,,,
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,4TB,,,,,,,,6200,,,
Patriot,PD573,x4 PCIe 5.0/NVMe,M.2,1TB,Maxio MAP1802,,No,Yes,,TLC,,14000,12000,High-End NVMe,
Patriot,PD573,x4 PCIe 5.0/NVMe,M.2,2TB,Maxio MAP1802,,No,Yes,,TLC,,14000,12000,High-End NVMe,
Patriot,PD573,x4 PCIe 5.0/NVMe,M.2,4TB,Maxio MAP1802,,No,Yes,,TLC,,14000,12000,High-End NVMe,
Patriot,PD573,x4 PCIe 5.0/NVMe,M.2,8TB,Maxio MAP1802,,No,Yes,,TLC,,14000,12000,High-End NVMe,
Patriot,PV553,x4 PCIe 5.0/NVMe,M.2,1TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,
Patriot,PV553,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,
Patriot,PV553,x4 PCIe 5.0/NVMe,M.2,4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,
Patriot,PV563,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,14000,11500,,MAP1806
Patriot,PV593,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,14000,10000,,
Patriot,PVP30,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,,,,2230
Patriot,PXD,USB 3.2 Gen 2x1,USB-C,512GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1000,1000,Entry-Level NVMe,Portable
Patriot,PXD,USB 3.2 Gen 2x1,USB-C,1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1000,1000,Entry-Level NVMe,Portable
Patriot,PXD,USB 3.2 Gen 2x1,USB-C,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1000,1000,Entry-Level NVMe,Portable
Patriot,Scorch,x2 PCIe 3.0/NVMe,M.2,128GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1700,950,Entry-Level NVMe,
Patriot,Scorch,x2 PCIe 3.0/NVMe,M.2,256GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1700,950,Entry-Level NVMe,
Patriot,Scorch,x2 PCIe 3.0/NVMe,M.2,512GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1700,950,Entry-Level NVMe,
Patriot,Viper VP4000 Mini,,,,,,,,,,,,,,
Patriot,Viper VP4100,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800,4000,Mid-Range NVMe,Heatsink
Patriot,Viper VP4100,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800,4000,Mid-Range NVMe,Heatsink
Patriot,Viper VP4300,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,96,7400,6800,High-End NVMe,176L possible
Patriot,Viper VP4300,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,96,7400,6800,High-End NVMe,176L possible
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,500GB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400,6400,,4TB: 232L QLC. 2TB Variable
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,1000GB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400,6400,,4TB: 232L QLC. 2TB Variable
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,2000GB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400,6400,,4TB: 232L QLC. 2TB Variable
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,4000GB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400,6400,,4TB: 232L QLC. 2TB Variable
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,4TB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400,6400,,4TB: 232L QLC. 2TB Variable
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,256GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3000,Mid-Range NVMe,QLC variant
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3000,Mid-Range NVMe,QLC variant
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3000,Mid-Range NVMe,QLC variant
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3000,Mid-Range NVMe,QLC variant
Patriot,Viper VPN110,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3300,3000,Mid-Range NVMe,3-yr
Patriot,Viper VPN110,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3300,3000,Mid-Range NVMe,3-yr
Patriot,Viper VPN110,x4 PCIe 3.0/NVMe,M.2,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3300,3000,Mid-Range NVMe,3-yr
Patriot,Viper VPR100,x4 PCIe 3.0/NVMe,M.2,256GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300,2900,Mid-Range NVMe,Heatsink & RGB
Patriot,Viper VPR100,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300,2900,Mid-Range NVMe,Heatsink & RGB
Patriot,Viper VPR100,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300,2900,Mid-Range NVMe,Heatsink & RGB
