Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
Athena Power CA-1015CR47,MicroATX Slim,Black / Red,470 W,None,18.1,1,0,
Athena Power CA-1015IS25,MicroATX Slim,Black / Silver,250 W,None,18.1,1,0,
Athena Power CA-1015IS30,MicroATX Slim,Black / Silver,300 W,None,18.1,1,0,
Athena Power CA-1015IS40,MicroATX Slim,Black / Silver,400 W,None,18.1,1,0,
Athena Power CA-1015IS47,MicroATX Slim,Black / Silver,470 W,None,18.1,1,0,
Athena Power CA-601B80,ATX Full Tower,Black,800 W,None,50.6,4,0,
Athena Power CA-601B95,ATX Full Tower,Black,950 W,None,50.6,4,0,
Athena Power CA-601Y60,ATX Full Tower,Yellow,600 W,None,50.6,4,0,
Athena Power CA-601Y80,ATX Full Tower,Yellow,800 W,None,50.6,4,0,
Athena Power CA-601Y95,ATX Full Tower,Yellow,950 W,None,50.6,4,0,
Athena Power CA-601YW80,ATX Full Tower,Yellow,800 W,Acrylic,50.6,4,0,
Athenatech A100BB.350,MicroATX Desktop,Black / Silver,350 W,None,18.4,2,0,
Athenatech A1089BB.150,Mini ITX Tower,Black,150 W,None,9.9,1,0,
Athenatech A1089BR.150,Mini ITX Tower,Black / Red,150 W,None,9.9,1,0,
Athenatech A1089BW.150,Mini ITX Tower,Black / White,150 W,None,9.9,1,0,
Athenatech A1089HG.150,Mini ITX Tower,Black,150 W,None,9.9,1,0,
Athenatech A301BS.400,MicroATX Mini Tower,Black / Silver,400 W,None,27.8,1,0,
Athenatech A301BS.450,MicroATX Mini Tower,Black / Silver,450 W,None,27.8,1,0,
Athenatech A3603BB.400,MicroATX Mini Tower,Black,400 W,None,26.9,4,0,
Athenatech A4224BB.400,ATX Mid Tower,Black,400 W,None,35,4,0,
Athenatech A43K5BL.400,ATX Mid Tower,Black / Blue,400 W,None,33.9,4,0,
Athenatech A601BS.450,ATX Mid Tower,Black,430 W,None,26.2,3,0,
Athenatech A602BS450,ATX Mid Tower,Black / Silver,450 W,None,26.2,3,0,
Athenatech A605BL.450,ATX Mid Tower,Black / Blue,430 W,None,26.2,3,0,
Athenatech A605BR.450,ATX Mid Tower,Black / Red,430 W,None,35.2,3,0,
Dynapower CS-HM41602.1266,ATX Mid Tower,Black / Red,450 W,None,42.7,4,0,
Dynapower CS-NH3A-C760,ATX Mid Tower,White,430 W,None,,4,0,
Dynapower Prestige,ATX Mid Tower,Black / White,430 W,None,40.5,5,0,
Enermax ECA2020,MicroATX Mid Tower,Black,350 W,None,29.3,4,0,
Enermax ECA3170,ATX Mid Tower,Black,None,None,33.9,6,1,
Enermax ECA3180,ATX Mid Tower,Black,None,None,42.2,5,0,
Enermax ECA3192,ATX Mid Tower,Black,None,None,41.5,5,0,
Enermax ECA3220,ATX Mid Tower,Black,None,None,49.9,4,0,
Foxconn KS136-ISO450,MicroATX Mini Tower,Black,350 W,None,24,4,0,
Foxconn KS188-ISO450,MicroATX Mini Tower,Black / Silver,350 W,None,24,4,0,
Foxconn RS-233,Mini ITX Tower,Black / Silver,150 W,None,8.4,1,0,
Foxconn RS-233+FSP150-50GLT-4SS,Mini ITX Tower,Black / Silver,150 W,None,8.4,1,0,
Foxconn TLM-436,MicroATX Mini Tower,Black / Silver,300 W,None,25.7,4,0,
Foxconn TLM-566,MicroATX Mid Tower,Black / Silver,300 W,None,25.7,4,0,
Foxconn TLM-720+ISO-400,MicroATX Mini Tower,Black,None,None,25.7,4,0,
Foxconn TLM-776,MicroATX Mini Tower,Black / Silver,300 W,None,25.7,4,0,
Foxconn TLM-C01+ISO-400,MicroATX Mini Tower,Black / Silver,None,None,25.7,4,0,
Foxconn TLM-C03+ISO-400,MicroATX Mini Tower,Black / Silver,None,None,25.7,4,0,
Foxconn TS-001,ATX Mid Tower,Black / Silver,300 W,None,36.4,2,0,
Foxconn TS-689 ,ATX Mid Tower,Black / Silver,350 W,None,36.4,2,0,
Foxconn TSAA725-ISO450,ATX Mid Tower,Black / Silver,350 W,None,29.7,4,0,
Foxconn TW-001,MicroATX Mini Tower,Black / Silver,300 W,None,25.1,1,0,
Foxconn TW-689 ,MicroATX Mini Tower,Black / Silver,350 W,None,25.1,2,0,
Gigabyte Sumo 4112,ATX Full Tower,Black,None,None,53.1,5,0,
Gigabyte GZ-AA2CB-SNS,ATX Mid Tower,Black,None,None,44.1,3,0,
Gigabyte Setto 1000,ATX Mid Tower,Black,None,None,36.1,6,0,
Gigabyte Sumo 5115,ATX Full Tower,Black,None,None,60.5,5,0,
Gigabyte Sumo 4192,ATX Full Tower,Black,None,None,54.2,5,0,
Gigabyte GZ-P5HA3W,ATX Mid Tower,Black,None,None,26.5,5,0,
Gigabyte GZ-X2BPD-500,ATX Mid Tower,Black,None,None,36,3,0,
Gigabyte GZ-X5BPD-500,ATX Mid Tower,Black,None,None,36.1,3,0,
Gigabyte GZ-X6BPD-500,ATX Mid Tower,Black,None,None,36.1,3,0,
Gigabyte GZ-PH1A3,ATX Mid Tower,Black / Gray,None,None,26.5,5,0,
In Win B2,ATX Mid Tower,Black,None,None,53.8,5,0,
In Win BL641.300TBL,MicroATX Slim,Black,300 W,None,11.6,2,0,
In Win BQ656.AD80TBL,Mini ITX Tower,Black,80 W,None,3.3,0,0,
In Win C583T.CQ350TBL,ATX Mid Tower,Black / Silver,350 W,None,35,3,0,
In Win C638T.CQ350TBL,ATX Mid Tower,Black,350 W,None,35,3,0,
In Win EM006.T350SL+,MicroATX Mini Tower,Black / Silver,350 W,None,48,2,0,
In Win EM013.T350SL,MicroATX Mini Tower,Black / White,None,None,25.3,2,0,
In Win EM023.T350SL,MicroATX Mini Tower,Black,None,None,25.3,2,0,
In Win EM033.T350BL,ATX Mini Tower,Black,None,None,25.3,2,0,
In Win Griffin,ATX Mid Tower,Black,None,None,37.1,5,0,
In Win IW-BP655.200BL,Mini ITX Tower,Black,200 W,None,8.1,0,0,
In Win IW-BQ656,Mini ITX Tower,Black,80 W,None,3.3,0,0,
In Win IW-C589T.CQ350TBL,ATX Mid Tower,Black,350 W,None,35,3,0,
In Win IW-F430.RL,ATX Mid Tower,Red / White,None,None,43.8,3,0,
In Win IW-V605T2.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,22.9,1,0,
In Win IW-Z583T.CQ350TBL,MicroATX Mini Tower,Black / Gray,350 W,None,24.2,1,0,
In Win IW-Z589T.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,24.2,1,0,
In Win IW-Z638T.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,24.2,1,0,
In Win Ironclad,ATX Full Tower,Black / White,None,None,70.5,6,0,
In Win Matrix,MicroATX Mini Tower,White,300 W,None,17.8,1,0,
In Win S605T2.CQ350TBL,ATX Mid Tower,Black,350 W,None,35.8,2,0,
In Win Track,ATX Mid Tower,Black / Silver,None,None,45.7,3,0,
In Win V564T2.CQ350TBL,MicroATX Mini Tower,Black / Silver,350 W,None,22.9,1,0,
In Win V605T2.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,22.9,1,0,
In Win V627T2.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,22.9,1,0,
In Win Z583T.CQ350TBL,MicroATX Mini Tower,Black / Silver,350 W,None,24.2,1,0,
In Win Z638T.CQ350TBL,MicroATX Mini Tower,Black,350 W,None,24.2,1,0,
Raidmax Tornado,ATX Mid Tower,Black,None,None,42.1,5,0,
Raidmax Hurricane,ATX Mid Tower,Black,None,Acrylic,36.2,5,0,
Raidmax Atlas ATX-298WB,ATX Mid Tower,Black,None,Acrylic,42.9,4,0,
Raidmax Enzo ATX-617WR,ATX Mid Tower,Black / Red,None,Acrylic,47.7,4,0,
Raidmax Quantum ATX-798WB,ATX Mid Tower,Black,None,Acrylic,58.6,6,0,
Raidmax Fusion ATX-806WB,ATX Mid Tower,Gray / Black,None,Acrylic,41,5,0,
Raidmax Helios ATX-819WB,ATX Mid Tower,Black,None,Acrylic,51,4,3,
Raidmax Aura ATX-927WB,ATX Mid Tower,Black,None,Acrylic,40,3,0,
Raidmax Sagitta ATX-928WB,ATX Mid Tower,Black,None,Acrylic,44.6,3,0,
Raidmax Skyline ATX-948WB,ATX Mid Tower,Black,None,Acrylic,47.1,4,0,
Raidmax Eclipse ATX-989WBBL,ATX Mid Tower,Black,None,Acrylic,42.1,3,0,
Rosewill RC-CIX-01,Mini ITX Tower,Black,150 W,None,8.6,1,0,
Silverstone FT02B,ATX Mid Tower,Black,None,None,64.8,5,1,
Silverstone FT03,MicroATX Mini Tower,Silver / Black,None,None,32.2,3,1,
Silverstone GD01B-MXR,HTPC,Black,None,None,31.3,6,0,
Silverstone KL02-B,ATX Mid Tower,Black,None,None,41.7,4,0,
Silverstone KL03-B,ATX Full Tower,Black,None,None,68.2,4,0,
Silverstone PS05-B,ATX Mid Tower,Black,None,None,43,4,0,
Silverstone RV01-BW,ATX Full Tower,Black,None,Acrylic,113.1,6,0,
Silverstone RV02B-EW,ATX Full Tower,Black,None,Acrylic,68.3,5,1,
Silverstone SG06-B,Mini ITX Desktop,Black,300 W,None,11.1,1,0,
Silverstone SG07-B,Mini ITX Desktop,Black / Gray,600 W,None,14.6,1,0,
Silverstone TJ08-B,MicroATX Mid Tower,Black,None,None,28,2,0,
Sunbeam AC9B-T,ATX Mid Tower,Clear,None,None,49.5,4,0,
Sunbeam ACMI-P-HUVB,Mini ITX Tower,Clear,150 W,Acrylic,10.3,1,0,
Sunbeam ACMI-P-T,Mini ITX Tower,Clear,150 W,Acrylic,,1,0,
Sunbeam ACUF-T,ATX Mid Tower,Clear,None,None,33.8,2,0,
Sunbeam IC-AUT,ATX Mid Tower,Black,None,None,,3,0,
Sunbeam IC-FS,ATX Mid Tower,Black,None,Acrylic,38.6,3,0,
Sunbeam IC-TR-US-BA-WOPSU,ATX Full Tower,Black / Silver,None,Acrylic,47.8,6,0,
Sunbeam IC-VM,ATX Mid Tower,Black,None,None,31,5,0,
XClio A380BK,ATX Full Tower,Black,None,Acrylic,60.2,7,0,
XClio A380COLOR,ATX Full Tower,Black,None,Acrylic,60.2,6,0,
XClio A380COLOR-PLUS,ATX Full Tower,Black,None,Acrylic,65.4,6,0,
XClio A380PLUS,ATX Full Tower,Black,None,Acrylic,65.4,7,0,
XClio Color I,ATX Mid Tower,Black,None,None,41.6,5,0,
XClio Godspeed 737,ATX Mid Tower,Black,None,None,39.8,5,0,
XClio Godspeed 747,ATX Mid Tower,Black,None,None,39.8,5,0,
XClio Godspeed One Advanced,ATX Mid Tower,Black,None,Acrylic,44.3,5,0,
XClio Godspeed Two Advanced,ATX Mid Tower,Black,None,Acrylic,44.3,5,0,
XClio Nighthawk,ATX Mid Tower,Black,None,Acrylic,37.6,4,0,
XClio Nighthawk Color,ATX Mid Tower,Black,None,Acrylic,39.8,4,0,
XClio WTBK,ATX Full Tower,Black,None,None,69.8,6,1,
XClio WTBK ADVANCED,ATX Full Tower,Black,None,None,75.7,6,0,
XClio XCLIO 2000,ATX Full Tower,Black,None,None,93.3,12,0,
Xion AXP-ARM001-BL,ATX Mid Tower,Black,None,Acrylic,38.3,5,0,
Xion AXP100-001BK,ATX Mid Tower,Black,None,Acrylic,37.2,5,0,
Xion AXP120-001BK,ATX Mid Tower,Black,None,Acrylic,40.3,5,0,
Xion AXP300-001BK,ATX Mid Tower,Black,None,None,43.7,5,0,
Xion AXP600-001BK,ATX Mid Tower,Black,None,None,40,4,0,
Xion XON-CBX01,ATX Mid Tower,Black,None,Acrylic,38.3,5,0,
Xion XON-EC001,ATX Mid Tower,Black,None,None,43.7,5,0,
Zalman LQ1000,ATX Mid Tower,Black,None,None,47.4,4,0,
Athenatech A100SC.350,HTPC,Gray / Silver,350 W,None,18.5,2,0,
Athenatech A3701BB,HTPC,Black,None,None,23.2,1,0,
Athenatech A3708BS.450,HTPC,Black,450 W,None,,3,0,
Foxconn DH-153C,HTPC,Black,300 W,None,13,1,0,
Silverstone LC20-B,HTPC,Black,None,None,31.3,6,0,
Silverstone ML02B-MXR,HTPC,Black / Silver,120 W,None,12.4,1,0,
XClio XCLIO 777Color,ATX Full Tower,Black,None,None,93.2,8,0,
Zalman HD160XT-S,HTPC,Silver / Gray,None,None,32.2,5,0,
In Win BQ669.AD80TBL,Mini ITX Tower,Black,80 W,None,3.3,0,0,
Lian Li PC-K63,ATX Mid Tower,Black,None,Acrylic,60.1,6,0,
Lian Li PC-K59,ATX Mid Tower,Black,None,None,60.1,6,0,
In Win Fanqua,ATX Mid Tower,Black,None,None,49.1,3,0,
In Win BK644,MicroATX Mini Tower,Black,300 W,None,12.3,1,0,
HEC 6C11BB,ATX Mid Tower,Black,None,None,34.8,3,0,
Broadway Com Corp 937PK,MicroATX Mid Tower,Black / Gray,420 W,None,25.5,4,0,
Broadway Com Corp 101PA,ATX Mid Tower,Black,500 W,None,32.8,6,0,
NZXT Zero 2,ATX Full Tower,Black,None,None,59.7,6,0,
Apex Vortex 3610,ATX Mid Tower,Black,None,None,36.7,5,0,
Apevia ATX998KL,ATX Mid Tower,Gray,420 W,None,39.6,4,0,
Apex SK-393-C,ATX Mid Tower,Black,None,None,31,5,2,
Cooler Master Elite 371,ATX Mid Tower,Black / Silver,400 W,None,38.7,5,0,
Cooler Master HAF 922,ATX Mid Tower,Black,None,Acrylic,71.5,5,0,
Enermax Spinerex,ATX Full Tower,Black,None,None,68.5,8,0,
Foxconn RM233+FSP150-50GLT,Mini ITX Tower,Black / Silver,150 W,None,9.4,1,0,
Gigabyte GZ-X8BPDX-400,ATX Mid Tower,Black / Silver,None,None,36.1,6,0,
Gigabyte Triton 180,ATX Mid Tower,Black,None,None,41.9,3,0,
Gigabyte GZ-KX9,ATX Mid Tower,Black / Silver,None,None,32.8,5,0,
HEC 63R3BB,ATX Mid Tower,Black,None,None,35.2,4,0,
In Win BUC,ATX Mid Tower,Black,None,None,51.4,5,0,
In Win C583T.D400TBL,ATX Mid Tower,Black / Silver,400 W,None,35,3,0,
In Win EA035.CQ350SL,ATX Mid Tower,Black / Silver,350 W,None,34.9,2,0,
In Win EM035.CQ350SL,MicroATX Mini Tower,Black,350 W,None,25.3,1,0,
In Win IW-Z589T.D400TBL,MicroATX Mini Tower,Black,400 W,None,,1,0,
In Win Z583T.D400TBL,MicroATX Mini Tower,Black / Silver,400 W,None,24.2,1,0,
Lian Li PC-K57W,ATX Mid Tower,Black,None,Acrylic,49.9,3,1,
Raidmax Atlas,ATX Mid Tower,Black,500 W,Acrylic,44.7,4,2,
Raidmax Atlas,ATX Mid Tower,Blue / Black,None,Acrylic,44.7,4,0,
Raidmax ATX-298WBP,ATX Mid Tower,Black,500 W,Acrylic,42.9,4,1,
Raidmax Typhoon,ATX Mid Tower,Black,None,Acrylic,36.2,5,0,
Raidmax Aztec,ATX Mid Tower,Black / Orange,None,Acrylic,47.5,4,0,
Rosewill GEAR X3,ATX Mid Tower,Black,None,None,44.6,6,1,
Silverstone RV03B-W,ATX Full Tower,Black / Silver,None,Acrylic,69.4,4,3,
Sunbeam IC-QB-SVBK,ATX Mid Tower,Black / Silver,None,Acrylic,38.6,3,0,
Xigmatek Utgard,ATX Mid Tower,Black,None,None,51.7,4,0,
Apevia X-Trooper,ATX Mid Tower,Black,None,Acrylic,44.8,6,0,
Apevia X-Trooper,ATX Mid Tower,Black,None,Acrylic,44.8,6,3,
Apevia X-Trooper-Jr,ATX Mid Tower,Black,None,Acrylic,29.8,3,0,
NZXT Beta,ATX Mid Tower,Black,None,None,42.8,5,0,
Broadway Com Corp A3728,ATX Mid Tower,Black,None,None,34.7,4,0,
Broadway Com Corp A5938,ATX Mid Tower,Black,None,None,40.4,5,0,
HEC 6T10LOH400,MicroATX Mini Tower,Black,400 W,None,24,2,0,
HEC 98R9BB,ATX Full Tower,Black,None,None,78.6,5,1,
In Win EM020.T350SL,MicroATX Mini Tower,Black / Silver,None,None,25.3,2,0,
In Win BL672,MicroATX Desktop,Black / Silver,None,None,11.6,2,0,
Lian Li PC-A70F USB3.0,ATX Mid Tower,Black,None,None,76.3,10,0,
Lian Li PC-A71F USB3.0,ATX Mid Tower,Black,None,None,79.5,10,0,
Lian Li PC-P80NB,ATX Full Tower,Black,None,None,84.4,10,0,
Lian Li PC-U6B,MicroATX Mid Tower,Black,None,None,44.6,3,0,
Lian Li PC-V600F,MicroATX Mini Tower,Silver,None,None,34.5,5,0,
Lian Li PC-X2000F,ATX Full Tower,Black,None,None,73.5,7,0,
Lian Li PC-Z60B,ATX Mid Tower,Black,None,None,47.5,6,0,
Lian Li PC-Z70B,ATX Full Tower,Black,None,None,77.7,9,0,
Logisys CS1200BK,ATX Mid Tower,Black,None,None,47.9,5,0,
Logisys CS2006BK,ATX Mid Tower,Black,480 W,None,38.5,5,0,
Logisys CS206BK,ATX Mid Tower,Black,480 W,None,28.8,5,6,
Logisys CS301BK,ATX Mid Tower,Black,480 W,None,34.5,5,3,
Logisys CS305BK,ATX Mid Tower,Black,480 W,None,31.8,5,0,
Logisys CS308BK,ATX Mid Tower,Black / Silver,480 W,Acrylic,31.8,5,0,
Logisys CS308RD,ATX Mid Tower,Black / Red,480 W,Acrylic,31.8,5,2,
Raidmax ATX-298WY,ATX Mid Tower,Black / Yellow,None,Acrylic,42.9,4,3,
Silverstone TJ11B-W,ATX Full Tower,Black,None,Acrylic,94.5,6,1,
Sunbeam IC-EVO,ATX Mid Tower,Black,None,Acrylic,38.5,5,0,
TUNIQ IC-TQ3-US,ATX Mid Tower,Black,None,Acrylic,,3,0,
XClio Blue I,ATX Mid Tower,Black,None,None,41.6,5,0,
Xion XON-180,ATX Mid Tower,Black,None,None,29.5,4,0,
nMEDIAPC HTPC 3000B,HTPC,Black,None,None,28.9,6,0,
nMEDIAPC HTPC 6000B,HTPC,Black,None,None,29.9,5,2,
nMEDIAPC HTPC 6000B,HTPC,Silver / Black,None,None,29.9,5,0,
Raidmax ATX-948WBP,ATX Mid Tower,Black,450 W,Acrylic,47.1,4,0,
Raidmax ATX-948WSP,ATX Mid Tower,Black / Silver,450 W,Acrylic,47.1,4,0,
Sentey DS1-4237,ATX Mid Tower,Black,None,None,38.8,4,0,
Raidmax ATX-615WUP,ATX Mid Tower,White / Blue,500 W,None,47.7,4,0,
Sentey DS1-4234,ATX Mid Tower,Black,None,None,38.8,4,0,
NZXT Source 210,ATX Mid Tower,Black,None,None,42.4,8,45,
Sentey CS2-1333,ATX Mid Tower,Black,None,None,25.9,2,0,
Sentey CS1-1396,ATX Mid Tower,Black,None,None,27.8,5,0,
Sentey BX2-4260 v2.3,ATX Mid Tower,Black,None,Acrylic,39.1,5,0,
Sentey BX1-4246 v2.1,ATX Mid Tower,Black,None,None,40.2,4,0,
Linkworld 313-06-C2228,ATX Mid Tower,Black / Silver,None,None,35.2,5,1,
Sentey BX1-4243 v2.1,ATX Mid Tower,Black,None,None,40.2,4,0,
Sentey CS2-1332,ATX Mid Tower,Black,None,None,25.9,2,0,
Linkworld 43716-128FU+P04,MicroATX Mini Tower,Black / Silver,430 W,None,23.2,1,0,
Sentey CS2-1331,ATX Mid Tower,Black,None,None,25.9,2,0,
Linkworld 431-06 C.2222,ATX Mid Tower,Black,500 W,None,31.2,5,0,
Linkworld 313-11,ATX Mid Tower,Black / Silver,500 W,None,63.2,6,0,
Sentey GS-6400 - ARVINA,ATX Full Tower,Black,None,None,60.7,5,0,
Sentey BX1-4283 v2.3,ATX Mid Tower,Black,None,Acrylic,40.2,4,0,
Sentey BX1-4284 v2.3,ATX Mid Tower,Black,None,Acrylic,40.2,4,0,
Sigma PHANTOM-WB,ATX Mid Tower,Black,None,Acrylic,47.7,4,0,
Sigma UNICORN-ST,ATX Mid Tower,Black / Gray,None,None,47.7,4,0,
Sentey BX1-4234 v2.1,ATX Mid Tower,Black,None,None,40.2,4,0,
Sigma BLITZ-WB,ATX Mid Tower,Black,None,Acrylic,46.6,4,0,
Sentey BX2-4291 v2.3,ATX Mid Tower,Black,None,Acrylic,39.1,5,0,
Sigma Pluto-WB,ATX Mid Tower,Black,None,Acrylic,41.5,5,0,
Sentey CS1-1399,ATX Mid Tower,Black,250 W,None,27.8,2,0,
Sentey PS2-3270,ATX Mid Tower,Black / Silver,250 W,None,38.8,4,0,
Sentey PS2-3271,ATX Mid Tower,Black,250 W,None,38.8,4,0,
Linkworld Q319-C8888-P4,ATX Mid Tower,Silver,500 W,None,42.4,6,0,
Sentey PS2-3272,ATX Mid Tower,Black,250 W,None,38.8,4,0,
Cougar Evolution,ATX Mid Tower,White,None,Acrylic,59.8,4,1,
Sentey GS-6400R - ARVINA,ATX Full Tower,Red / Black,None,None,60.7,5,0,
Azza Toledo 301,ATX Mid Tower,Black,None,None,57.1,4,2,
Silverstone TJ08B-E,MicroATX Mini Tower,Silver,None,None,30.2,4,1,
Sentey BX1-4284 v2.1,ATX Mid Tower,Black,None,None,40.2,4,1,
BitFenix Colossus,ATX Full Tower,White,None,None,79,7,0,
BitFenix Colossus Venom Edition,ATX Full Tower,Black,None,None,79,7,0,
BitFenix Colossus Window,ATX Full Tower,Black,None,Acrylic,79,7,0,
BitFenix Colossus Window,ATX Full Tower,White,None,Acrylic,79,7,1,
BitFenix Merc Beta,ATX Mid Tower,Black,None,None,40.5,6,0,
BitFenix Merc Beta,ATX Mid Tower,Black,None,None,40.5,6,1,
BitFenix Shinobi Window,ATX Mid Tower,Black,None,Acrylic,46.2,7,32,
BitFenix Shinobi Window,ATX Mid Tower,White,None,Acrylic,46.2,7,2,
BitFenix Survivor Core,ATX Mid Tower,Black,None,None,45.8,6,0,
BitFenix Survivor,ATX Mid Tower,Black,None,None,45.8,6,3,
Silverstone PS06B-W,ATX Mid Tower,Black / Blue,None,Acrylic,57.2,4,0,
Fractal Design Define R3,ATX Mid Tower,Black,None,None,47.5,8,0,
Fractal Design Define R3,ATX Mid Tower,Black / Gray,None,None,47.5,8,2,
Lian Li PC-K9B,ATX Mid Tower,Black,None,None,49.9,6,0,
Lian Li PC-8NW USB3.0,ATX Mid Tower,Black,None,Acrylic,46.2,3,0,
Lian Li PC-K9WX,ATX Mid Tower,Black,None,Acrylic,49.9,6,0,
Lian Li PC-60FN USB3.0,ATX Mid Tower,Black,None,None,48,4,0,
Lian Li PC-90,ATX Full Tower,Black,None,None,57.5,7,0,
Lian Li PC-TU200,Mini ITX Tower,Silver,None,None,21.6,4,1,
Lian Li PC-7FN USB 3.0,ATX Mid Tower,Black,None,None,,4,0,
NZXT Hades,ATX Mid Tower,Black,None,None,42.7,4,0,
Apevia X-Telstar,ATX Full Tower,Silver,None,Acrylic,52.7,5,0,
Apevia X-Dreamer,ATX Mid Tower,White / Blue,None,None,36,5,0,
Diablotek FLY,ATX Mid Tower,Gray / Black,None,None,37.1,3,0,
Cougar 6XR9,ATX Mid Tower,Black / White,None,None,51.4,4,0,
Linkworld 431-06 C.2828,ATX Mid Tower,Silver,500 W,None,31.2,5,0,
Gigabyte GZ-F5HEB,ATX Mid Tower,Black,None,None,28.7,5,0,
Gigabyte GZ-X2SPD-500,ATX Mid Tower,White,None,None,36.5,3,0,
Linkworld 6280-01,HTPC,Black / Silver,400 W,None,21.1,1,0,
Gigabyte GZ-F2HEB,ATX Mid Tower,Black,None,None,28.7,5,0,
Linkworld 3210-04-C2628,ATX Mid Tower,Black / Silver,None,Acrylic,36.8,5,0,
Linkworld 43715-128FU+P04,MicroATX Mini Tower,Black,430 W,None,23.2,1,0,
Linkworld CA-IP-W-WOP,ATX Mid Tower,Silver,None,None,,3,0,
XClio Touch 320,ATX Mid Tower,Black,None,None,56.5,8,0,
Xion XON-403,ATX Mid Tower,Black / Silver,None,Acrylic,33.4,5,0,
Xion XON-570,ATX Mid Tower,Black,None,None,31.7,5,0,
XClio Touch 767,ATX Full Tower,Black,None,None,56.5,6,1,
XClio Touch 787,ATX Full Tower,Black,None,None,56.5,6,0,
Azza Hurrican 2000,ATX Full Tower,Black,None,Acrylic,82,6,4,
Enermax Fulmo Advance,ATX Mid Tower,Black,None,None,57.5,6,1,
Foxconn RM338+FSP150-50GL,Mini ITX Tower,Black / Silver,150 W,None,9.1,1,0,
Lian Li PC-C37U,HTPC,Black,300 W,None,18.4,2,0,
Sentey GS-6000,ATX Mid Tower,Black,None,None,42.5,4,0,
Sentey BX2-4260 v2.1,ATX Mid Tower,Black,None,None,39.1,5,0,
Sentey GS-6070 Abaddom,ATX Mid Tower,Black,None,None,42.5,4,0,
Sentey CS1-1397,ATX Mid Tower,Black,None,None,27.8,2,0,
Sentey BX1-4285 v2.1,ATX Mid Tower,Black,None,None,40.2,4,0,
Thermaltake VN10006W2N-B,ATX Full Tower,White / Black,None,Acrylic,96.7,5,0,
Sigma ATLANTIS,ATX Mid Tower,Blue,None,None,74.1,4,0,
Sentey GS-6050 Halcon,ATX Mid Tower,Black,None,None,42.5,4,1,
Sentey GS-6600 Wolf,ATX Full Tower,Black,None,None,60.7,5,1,
Sigma ZEN-WAR,ATX Mid Tower,Black / Silver,None,Acrylic,74.1,3,0,
Logisys CS309Bk,ATX Mid Tower,Black,480 W,Acrylic,31.8,1,0,
Rosewill RANGER,ATX Mid Tower,Black,None,Acrylic,44.6,4,1,
Sentey GS-6500B,ATX Full Tower,Black / Blue,None,None,61,5,0,
Sentey GS-6500R,ATX Full Tower,Black / Red,None,None,61,5,0,
Sentey GS-6400W - ARVINA,ATX Full Tower,White / Black,None,None,60.7,5,0,
Rosewill FBM-01,MicroATX Mini Tower,Black,450 W,None,21.6,2,2,
Raidmax ATX-298WR,ATX Mid Tower,Black / Red,None,Acrylic,42.9,4,0,
NZXT Switch 810,ATX Full Tower,Black,None,Acrylic,81.3,6,6,
BitFenix Raider,ATX Mid Tower,Black,None,None,,6,1,
Lian Li PC-6,ATX Mid Tower,Black,None,None,,3,0,
Lian Li PC-C32B USB3.0,HTPC,Black,None,None,37.4,4,0,
Lian Li PC-B10 USB3.0,ATX Mid Tower,Black,None,None,46.4,4,0,
Lian Li PC-K56 N,ATX Mid Tower,Black,None,None,50.1,3,0,
In Win MANA136,ATX Mid Tower,Black,None,None,40.5,6,1,
In Win BUC 101,ATX Mid Tower,Black,None,None,50.3,5,0,
Raidmax Super Hurricane,ATX Mid Tower,Black / Blue,None,Acrylic,36.7,4,1,
Raidmax Super Hurricane,ATX Mid Tower,Black / Silver,None,Acrylic,36.7,4,0,
Enermax Fulmo GT,ATX Full Tower,Black,None,None,101.4,10,0,
Raidmax ATX-321WB,ATX Mid Tower,Black / Orange,None,Acrylic,42.6,4,2,
Thermaltake Commander MS-I Epic Edition,ATX Mid Tower,Black / Red,None,Acrylic,41.9,5,6,
Raidmax Seiran,ATX Mid Tower,White / Black,None,None,45.3,6,0,
Logisys CS2008XBK,ATX Mid Tower,Black,None,None,38.6,5,1,
In Win IW-BW138.CQ450TBL,ATX Mid Tower,Black,None,None,34.9,4,0,
Logisys CS1202BK,ATX Mid Tower,Black,None,None,38.6,5,0,
Xion XON-990,ATX Mid Tower,Black,None,None,53,5,0,
Raidmax Viper,ATX Mid Tower,White / Red,None,Acrylic,42.6,4,1,
nMEDIAPC HTPC 7000B,HTPC,Black,None,None,18.3,3,0,
Azza Fusion 3000,ATX Full Tower,Black,None,None,100.9,2,0,
HEC 6T10LOH585,MicroATX Mini Tower,Black,585 W,None,24,2,0,
In Win MANA137,ATX Mid Tower,Black,None,None,40.3,6,1,
Antec One Illusion,ATX Mid Tower,Black,None,None,44.2,5,0,
Cooler Master HAF XM,ATX Mid Tower,Black / Red,None,Acrylic,76,6,0,
Lian Li PC-Q15,HTPC,Silver,300 W,None,14.6,1,0,
Lian Li PC-Q25A,Mini ITX Tower,Silver,None,None,20.2,7,0,
BitFenix Shinobi XL,ATX Full Tower,Black,None,None,77.2,7,1,
