Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
Silverstone CS280B,Mini ITX Tower,Black / Silver,None,None,,0,0,
Cooler Master MasterBox MB510L,ATX Mid Tower,Black / Blue,None,Acrylic,,2,0,
In Win 101C,ATX Mid Tower,Blue,None,Tempered Glass,,2,1,
RAIJINTEK OPHION M EVO TGS,MicroATX Mid Tower,Black,None,Tempered Glass,,3,0,
Cougar Gemini T,ATX Mid Tower,Black,None,Tempered Glass,64,2,2,
Rosewill PRISM S LITE,ATX Mid Tower,Black,None,Tempered Glass,46.9,3,2,
Rosewill PRISM S LITE,ATX Mid Tower,White / Black,None,Tempered Glass,46.9,3,0,
HEC HX310,ATX Mid Tower,Black,None,Acrylic,35.4,2,1,
BitFenix Nova Mesh TG,ATX Mid Tower,White,None,Tempered Glass,41.4,2,1,
GameMax California,ATX Mid Tower,Black,None,Acrylic,52.5,3,0,
darkFlash DLM 22,MicroATX Mid Tower,Green,None,Tempered Glass,,2,2,
GameMax Cobalt,ATX Mid Tower,Black,None,Tempered Glass,52.3,2,1,
GameMax Demolition,ATX Mid Tower,Black,None,Tempered Glass,36.2,2,0,
GameMax Mini Kallis,MicroATX Mini Tower,Black,None,Acrylic,29.9,2,0,
GameMax Phantom,ATX Mid Tower,Black,None,Tempered Glass,39.7,1,0,
GameMax Saber,ATX Mid Tower,Black,None,Tempered Glass,41.8,2,0,
GameMax Shadow,ATX Mid Tower,Black,None,Tempered Glass,38.8,1,0,
GameMax Solar,ATX Mid Tower,White,None,Tempered Glass,40.1,1,0,
GameMax Whisper,MicroATX Mini Tower,Black,None,Acrylic,36.7,2,0,
Aerocool Quartz REVO,ATX Mid Tower,Black,None,Tempered Glass,38.3,2,1,
MagniumGear Neo Micro V2,MicroATX Mid Tower,Silver / Black,None,Tempered Glass,,2,1,
Rosewill Cullinan V-Silent,ATX Mid Tower,Black,None,None,51.8,2,0,
Thermaltake S500,ATX Mid Tower,Black,None,Tempered Glass,67.8,2,0,
Montech Flyer Black,MicroATX Mid Tower,Black,None,Tempered Glass,,2,3,
Rosewill Tyrfing V2,ATX Mid Tower,Black,None,Acrylic,44.6,3,1,
Rosewill Zircon T,ATX Mid Tower,Black,None,Acrylic,44.6,3,0,
EG EGX211,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Thermaltake Core P3 TG Curved,ATX Mid Tower,Black,None,Tempered Glass,80.1,2,0,
Tecware Vega L,ATX Mid Tower,Black,None,Tempered Glass,,1,1,
In Win 216,ATX Mid Tower,Black,None,Tempered Glass,47.1,2,0,
Cooler Master MasterBox E500 ,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Silverstone PS14-E,ATX Mid Tower,Black,None,None,43.1,2,0,
AvP Arion RGB,ATX Mid Tower,Black,None,Tempered Glass,34.6,2,1,
Deepcool MATREXX 55 V3 ADD-RGB WH,ATX Mid Tower,White / Black,None,Tempered Glass,,2,1,
Zalman X3,ATX Mid Tower,Black,None,Tinted Tempered Glass,,2,0,
RAIJINTEK PONOS TG,ATX Mid Tower,Black,None,Tempered Glass,45,3,0,
Antec Striker Phantom Gaming Edition,Mini ITX Desktop,White / Black,None,Tempered Glass,,0,0,
Enermax MarbleShell MS30,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GameMax Shine G517,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
darkFlash V22,ATX Mid Tower,Green,None,Tempered Glass,41.7,1,0,
BitFenix Nova Mesh SE,ATX Mid Tower,Black / Red,None,Tempered Glass,36.1,2,0,
Enermax MarbleShell M MS20 ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,,2,3,
darkFlash DLX22,ATX Mid Tower,White,None,Tempered Glass,,2,0,
darkFlash DLS 480,ATX Mid Tower,White,None,Tempered Glass,53.7,2,0,
SilentiumPC Armis AR5,ATX Mid Tower,Black,None,Tempered Glass,45.8,2,0,
SilentiumPC Armis AR6X EVO ARGB,ATX Mid Tower,Black,None,Tempered Glass,46,2,1,
SilentiumPC Armis AR7X RGB,ATX Mid Tower,Black,None,Tempered Glass,63.9,3,0,
SilentiumPC Astrum AT6V EVO,ATX Mid Tower,Black,None,Tempered Glass,46,2,0,
Thermaltake Versa T25,ATX Mid Tower,Black,None,Tempered Glass,41.9,2,0,
SilentiumPC Signum SG1M TG,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
SilentiumPC Signum SG1Q EVO TG ARGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
DIYPC AVVU-BK-ARGB,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
Thermaltake V150,MicroATX Mid Tower,Black,None,Tempered Glass,,2,2,
DIYPC Vanguard-V8-RGB,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
Azza Cast 808,ATX Mid Tower,Black,None,None,,1,0,
Raidmax EVOL H07,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
RAIJINTEK Silenos,ATX Mid Tower,Black,None,Tempered Glass,39.8,2,0,
RAIJINTEK Silenos Pro,ATX Mid Tower,Black,None,Tempered Glass,39.8,2,0,
Tempest Aura ARGB,ATX Mid Tower,Black,None,Acrylic,,2,0,
Tempest Spook RGB,ATX Mid Tower,Black,None,Acrylic,,2,1,
Tempest Vision RGB,ATX Mid Tower,Black,None,Tempered Glass,,0,0,
Tempest Ghost,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
Corsair iCUE 5000X RGB Planetary,ATX Mid Tower,Black / Orange,None,Tempered Glass,66.2,2,0,
BitFenix Enso Mesh 4ARGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Aerocool Trinity Mini V2,MicroATX Mini Tower,White,None,Tempered Glass,28.1,2,0,
DIYPC DIY D2 RGB,ATX Mid Tower,White / Black,None,Tempered Glass,38.4,2,0,
DIYPC Rainbow-Flash-F4,ATX Mid Tower,White,None,Tempered Glass,33.2,2,0,
BitFenix Prodigy M 2022 ARGB,MicroATX Mini Tower,White / Black,None,Tempered Glass,,2,0,
GAMDIAS ARGUS E1,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ARGUS E2,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ARGUS M3,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ATHENA M1 ELITE,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS TALOS M1 ELITE,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ATHENA M2 ELITE,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
GAMDIAS TALOS M1B,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Montech AIR 1000 SILENT,ATX Mid Tower,Black,None,None,,2,0,
SilentiumPC Ventum VT4V EVO TG ARGB,ATX Mid Tower,White,None,Tempered Glass,,2,0,
SilentiumPC Ventum VT4V TG,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Thermaltake Core P5 TG Ti,ATX Mid Tower,Black,None,Tempered Glass,115.4,6,1,
MOROVOL TW7-S2-PK,MicroATX Mid Tower,Pink / Black,None,Tempered Glass,27.1,2,0,
DIYPC IDX6,ATX Mid Tower,Black,None,Tempered Glass,52.9,2,0,
GameMax Contac Turbo COC,ATX Mid Tower,Black / Gray,None,Tempered Glass,43,2,1,
Azza Blaze 231,ATX Mid Tower,Black,None,Tempered Glass,40.4,3,0,
Azza Raven 420,ATX Mid Tower,Black,None,Tempered Glass,41.8,6,0,
Aerocool Falcon V1,ATX Mid Tower,Black,None,Tempered Glass,33.6,1,0,
Ocelot OGEC01,ATX Mid Tower,Black,None,Tempered Glass,31.7,2,0,
Cougar MG120-G RGB,ATX Mid Tower,Black,None,Tempered Glass,34.9,2,0,
Cougar DarkBlader X7,ATX Mid Tower,Black,None,Tempered Glass,50,2,1,
Cougar MX660-T RGB,ATX Mid Tower,Black,None,Tempered Glass,50,2,0,214.63
Cougar MX660 Mesh RGB,ATX Mid Tower,Black,None,Tempered Glass,50,2,0,
Cougar MX670 RGB,ATX Mid Tower,,None,Tempered Glass,50.3,2,0,
DIYPC ARGB-Q3,MicroATX Mini Tower,Green,None,Tempered Glass,38.6,2,0,
CiT Blaze ARGB,ATX Mid Tower,Black,None,Tempered Glass,31.4,2,0,
CiT S015B,MicroATX Desktop,Black,300 W,None,11.9,2,0,
KOLINK Rocket Heavy,Mini ITX Desktop,Black,None,Tempered Glass,16.7,1,0,
Jonsbo U4 Plus,ATX Mid Tower,Black,None,Tempered Glass,31.7,1,0,
MagniumGear NEO AIR ,ATX Mid Tower,Black,None,Tempered Glass,41.4,2,0,
MagniumGear NEO AIR ,ATX Mid Tower,White / Black,None,Tempered Glass,41.4,2,2,
Noua Demon T7,ATX Mid Tower,White / Black,None,Tempered Glass,33.7,2,0,
Noua Demon T8,ATX Mid Tower,Black,None,Tempered Glass,36.1,2,0,
Noua Icaris M5,ATX Mid Tower,Black,None,Tempered Glass,55.1,2,0,
Noua Iron V1,ATX Mid Tower,Black,None,Tempered Glass,63,3,0,
Noua Iron V8,ATX Mid Tower,Black,None,Tempered Glass,47.8,2,0,
Noua Iron V9,ATX Mid Tower,White,None,Tempered Glass,47.8,3,0,
Noua Mesh M9,ATX Mid Tower,Black,None,Mesh,38.6,2,0,
Noua Meta S16,ATX Mid Tower,Black,None,Tempered Glass,36.9,2,0,
Noua Noob X13,ATX Mid Tower,White,None,Tempered Glass,34,2,0,
Noua Noob X5,ATX Mid Tower,Black,None,Tempered Glass,35.8,2,0,
Noua Orizon M3,ATX Mid Tower,Black,None,Tempered Glass,40.1,2,0,
Noua Smash S1,ATX Mid Tower,Black,None,Tempered Glass,32.5,2,0,
Noua Utopia F12,ATX Mid Tower,Black,None,Tempered Glass,40.4,3,0,
GameMax Commando TG,MicroATX Mid Tower,,None,Tempered Glass,31.9,2,1,
Cooler Master CMP 320L,MicroATX Mid Tower,Black,None,Tempered Glass,38.6,2,0,
LC-Power Gaming 900W - Lumaxx Light,ATX Mid Tower,White,None,Tempered Glass,57,2,0,
Azza Opus 809 ,ATX Mid Tower,Silver / Black,None,Tinted Tempered Glass,,1,0,
Chieftec STALLION II,ATX Mid Tower,Black,None,Tempered Glass,62.5,2,0,
Chieftec Chieftronic M2,MicroATX Mid Tower,,None,Tempered Glass,37.5,2,0,
Antec AX51 Elite,ATX Mid Tower,Black,None,Tempered Glass,40.2,2,0,
Antec AX51,ATX Mid Tower,Black,None,Tempered Glass,40.2,2,0,
Cooler Master MasterBox 520 Mesh Blackout Edition,ATX Mid Tower,Black,None,Tempered Glass,50.4,2,0,
Vetroo AL700,ATX Mid Tower,Black,None,Tempered Glass,48.1,1,0,
DIYPC ARGB-Q01,MicroATX Mini Tower,Black,None,Tempered Glass,40,2,1,
FSP Group CMT380 ARGB,ATX Mid Tower,Black,None,Tempered Glass,45.5,2,0,
FSP Group CUT593,ATX Full Tower,White,None,Tempered Glass,62.6,3,0,
Silverstone FARA V1M PRO,MicroATX Mid Tower,Black,None,Tempered Glass,36,2,0,
MagniumGear NEO Silent ,ATX Mid Tower,Black,None,Tempered Glass,41.4,2,0,
KOLINK INSPIRE K3 ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,28.2,2,0,
KOLINK Inspire X2,ATX Mid Tower,Black,None,Tempered Glass,30.1,2,0,
KOLINK Outline,ATX Mid Tower,Black,None,Tempered Glass,38.3,2,0,
KOLINK Phalanx V2,ATX Mid Tower,Black,None,Tempered Glass,47.7,2,0,
Antec Draco 10,MicroATX Mini Tower,Black,None,Tempered Glass,40,2,0,
BGears b-Masstige,MicroATX Mini Tower,Black,None,Tempered Glass,28.2,2,1,
BGears b-Voguish Plus,ATX Mid Tower,Black,None,Tempered Glass,40.8,2,0,
DIYPC DIY-A5,MicroATX Mini Tower,Black,None,Tempered Glass,28.4,2,0,
DIYPC Gamemax-III-ARGB,ATX Mid Tower,Black,None,Tempered Glass,36.3,2,0,
DIYPC IDX2-ARGB,ATX Mid Tower,Orange / Black,None,Tempered Glass,46.9,4,0,
DIYPC IDX7-ARGB,ATX Mid Tower,Black,None,Tempered Glass,49.8,4,0,
DIYPC S2-RGB,ATX Mid Tower,White / Black,None,Tempered Glass,44.9,2,0,
DIYPC S2-RGB,ATX Mid Tower,Black,None,Tempered Glass,44.9,2,3,
DIYPC S3-LED,ATX Mid Tower,White,None,Acrylic,36.8,2,0,
GameMax Brufen C3,ATX Mid Tower,Black / Blue,None,Tempered Glass,42.2,2,0,
YEYIAN Blade 2100,ATX Mid Tower,Black,None,Tempered Glass,36.6,2,0,
BitFenix Saber Mesh,ATX Mid Tower,Black,None,Tempered Glass,42.3,2,0,
Enermax ENERPAZO EP237 RGB,ATX Mid Tower,White,None,Tempered Glass,40,2,0,
CherryTree Borg Cube,ATX Desktop,Black,None,None,55.3,0,0,
CherryTree Borg Cube w/Lights,ATX Desktop,Black,None,Tempered Glass,55.3,0,0,
DARKROCK A8-M,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
DARKROCK A8-X,ATX Mid Tower,Black,None,Tempered Glass,42.5,2,0,
Aerocool Zauron V2,ATX Mid Tower,Black,None,Tempered Glass,39.6,2,0,
Aerocool GT,ATX Mid Tower,Black,None,Mesh,34.4,3,0,
Aerocool GT Advance,ATX Mid Tower,White,None,Mesh,34.4,3,0,
GameMax F45,ATX Mid Tower,White / Yellow,None,Tempered Glass,40.6,2,0,
DIYPC ARGB-Q1.V2,MicroATX Mini Tower,Black,None,Tempered Glass,,1,2,
DIYPC ARGB-Q1.V2,MicroATX Mini Tower,White,None,Tempered Glass,,1,0,
SHARKOON Skiller SGC1 Window,ATX Mid Tower,Black,None,Acrylic,47.5,2,0,
SilentiumPC Aquarius X70W,ATX Mid Tower,Black,None,Acrylic,59.1,2,0,
FSP Group CMT120A,ATX Mid Tower,Black,None,Acrylic,34.5,2,0,
1STPLAYER T3-G,MicroATX Mid Tower,Black,None,Tempered Glass,32.4,2,0,
BitFenix TRITON,ATX Mid Tower,Black,None,Tempered Glass,45.1,2,0,
Jonsbo U4 Pro,ATX Mid Tower,White,None,Tempered Glass,34.5,1,0,
Aerocool Tern Mini V2,MicroATX Mini Tower,Black,None,Tempered Glass,43.8,2,0,
Aerocool Dryft V1,ATX Mid Tower,Black,None,Tempered Glass,51,1,0,
BitFenix Graph,ATX Mid Tower,Black,None,Tempered Glass,42.3,2,2,
BitFenix Graph,ATX Mid Tower,White,None,Tempered Glass,42.3,2,0,
ALPHAGEAR Mirage mark 1 V2 ARGB,ATX Mid Tower,Black,None,Tempered Glass,47.2,3,0,
ALPHAGEAR Dominator ARGB,ATX Mid Tower,Black,None,Tempered Glass,58.2,2,0,
Thermaltake Divider 200 TG Snow,MicroATX Mini Tower,Black,None,Tempered Glass,51.6,3,0,
MagniumGear NEO,ATX Mid Tower,Black,None,Tempered Glass,37.8,2,0,
Antec DARK CUBE,MicroATX Mini Tower,Black,None,Tempered Glass,,1,0,
Geometric Future Model 8,ATX Mid Tower,Black,None,Tinted Tempered Glass,57.5,3,1,
Cooler Master HAF 932,ATX Full Tower,Black,None,Acrylic,76.7,5,4,
RAIJINTEK OPHION M EVO ALS,MicroATX Mid Tower,Black,None,None,,3,0,
Chieftec UK-02W-OP,ATX Mid Tower,White,None,None,29.6,2,0,
Antec NSK3480,MicroATX Mid Tower,Black / Silver,380 W,None,24.3,1,0,
In Win D-FRAME MINI,Mini ITX Tower,Red,None,Tempered Glass,46.3,3,1,
Silverstone SG12B,MicroATX Mini Tower,Black,None,None,,3,0,
Antec NX1000,ATX Mid Tower,Black,None,Tempered Glass,57.6,2,0,
Thermaltake Divider 200 TG,MicroATX Mini Tower,Black,None,Tempered Glass,51.6,3,0,
LC-Power Gaming 806W Crosswind_X,ATX Mid Tower,White,None,Tempered Glass,45.8,1,0,
Antec P82 Silent,ATX Mid Tower,Black,None,None,46.9,2,0,
SHARKOON Rebel C80G RGB,ATX Mid Tower,Black,None,Tempered Glass,55.7,3,0,
Rosewill Blackbone,ATX Mid Tower,Black,None,None,35.1,5,3,
Antec Dark Fleet DF-10,ATX Mid Tower,Black,None,Acrylic,47.7,6,0,
Antec Dark Fleet DF-35,ATX Mid Tower,Black,None,Acrylic,46.6,2,0,
Antec NSK4482,ATX Mid Tower,Black / Silver,380 W,None,34.9,3,0,
Antec NSK4482B,ATX Mid Tower,Black,380 W,None,34.9,3,1,
Antec P183,ATX Mid Tower,Gray / Black,None,None,53.8,6,0,
Antec Six Hundred,ATX Mid Tower,Black,None,Acrylic,50.6,6,0,
Antec P193,ATX Mid Tower,Black,None,None,62.2,6,0,
Antec VSK-2000,ATX Mid Tower,Black,None,None,42.1,6,0,
Antec Two Hundred V2,ATX Mid Tower,Black,None,None,42.1,0,0,
Cooler Master Elite 330,ATX Mid Tower,Black / Silver,350 W,None,38.2,5,0,
Cooler Master Elite 341,MicroATX Mid Tower,Black,None,None,26.8,2,1,
Cooler Master Sileo 500,ATX Mid Tower,Black,500 W,None,41.3,4,0,
Cooler Master CM690 II Advanced,ATX Mid Tower,Black,None,None,56.3,6,4,
Cooler Master CM690 II Advanced,ATX Mid Tower,Black / White,None,None,56.3,6,0,
Gigabyte GZ-AABC61-CNB,ATX Mid Tower,Black,None,None,47.4,4,0,
Gigabyte GZ-X7BMDX-400,ATX Mid Tower,Black,None,None,36.4,6,0,
Gigabyte Luxo X142,ATX Mid Tower,Black,None,None,38.5,4,0,
Gigabyte GZ-KXA,ATX Mid Tower,Black,None,None,32.8,5,0,
Gigabyte GZ-PH2A3,ATX Mid Tower,Black,None,None,26.5,5,0,
Thermaltake LANBOX Lite,MicroATX Mini Tower,Black,None,None,29.6,2,0,
Thermaltake SopranoRS 101,ATX Mid Tower,Black,None,Acrylic,43.7,5,0,
Thermaltake ArmorPlus,ATX Full Tower,Black,None,Acrylic,90.8,7,0,
Thermaltake Armor+ MX,ATX Mid Tower,Black,None,Acrylic,62.8,4,0,
Thermaltake Spedo Advance Package,ATX Full Tower,Black / Silver,None,Acrylic,75.4,6,0,
Thermaltake Element V,ATX Full Tower,Black,None,Acrylic,62.4,6,1,
Thermaltake Element V NVIDIA Edition,ATX Full Tower,Black,None,Acrylic,62.4,6,0,
Thermaltake V6 BlacX Edition,ATX Mid Tower,Black,None,Acrylic,49.8,3,0,
Thermaltake V9 BlacX Edition,ATX Mid Tower,Black,None,Acrylic,50.6,5,0,
Thermaltake Dokker,ATX Mid Tower,Black,None,Acrylic,45.5,5,3,
Rosewill ARMOR,ATX Mid Tower,Black,None,None,41.1,5,0,
Rosewill Cruiser,ATX Mid Tower,Black,None,Acrylic,47.7,4,0,
Rosewill DESTROYER,ATX Mid Tower,Black,None,None,37.4,3,0,
Rosewill FB-02,ATX Mid Tower,Black,None,None,30.2,7,0,
Rosewill R102-P,MicroATX Mid Tower,Black,None,None,25.3,4,0,
Rosewill R103A,ATX Mid Tower,Black,350 W,None,35.8,4,4,
Rosewill R218-P,ATX Mid Tower,Black,None,None,34.9,4,1,
Rosewill R218-P,ATX Mid Tower,Black,450 W,None,34.9,4,0,
Rosewill R363-M,MicroATX Mid Tower,Black,400 W,None,25.8,2,1,
Rosewill TU-155 II 500,ATX Mid Tower,Black,500 W,Acrylic,42.4,3,0,
Rosewill Wind Knight,ATX Mid Tower,Black,None,None,46.6,5,0,
HEC 63RABB,ATX Mid Tower,Black,None,None,35.2,4,0,
HEC Blitz,ATX Mid Tower,Black,None,None,38.4,3,0,
HEC 6C11BBX585,ATX Mid Tower,Black,585 W,None,38.4,3,0,
HEC 6C28BB8S,ATX Mid Tower,Black,None,None,34.8,5,0,
HEC 6C28BBOH48D,ATX Mid Tower,Black,485 W,None,38.4,5,0,
Lian Li PC-K62R1,ATX Mid Tower,Black,None,Acrylic,50.7,4,0,
Antec Two Hundred S,ATX Mid Tower,Black,None,None,42.1,6,0,
Lian Li K60B,ATX Mid Tower,Black,None,None,52.9,4,1,
Thermaltake WingMA,MicroATX Mid Tower,Black / Silver,None,None,28,4,0,
Lian Li PC-Q07R,Mini ITX Tower,Red,None,None,11.2,1,0,
Lian Li PC-Q08,Mini ITX Tower,Silver,None,None,21.2,6,0,
Lian Li PC-Q11,Mini ITX Tower,Red,None,None,16.8,2,0,
Lian Li PC-7B PLUS II,ATX Mid Tower,Black,None,None,46.2,3,3,
Lian Li PC-7FN,ATX Mid Tower,Black,None,None,47.9,4,0,
Lian Li PC-8NWX,ATX Mid Tower,Black,None,Acrylic,48,3,0,
Lian Li PC-K56,ATX Mid Tower,Black,None,None,47.1,4,0,
Lian Li PC-K56W,ATX Mid Tower,Black,None,Acrylic,47.1,4,0,
Lian Li PC-A04,MicroATX Mini Tower,Silver,None,None,,7,0,
Lian Li PC-A04,MicroATX Mini Tower,Black,None,None,,7,1,
Lian Li PC-A06FB,ATX Mid Tower,Black,None,None,34,3,0,
Lian Li PC-A70F,ATX Full Tower,Black,None,None,75.5,10,0,
Lian Li PC-X500FX,ATX Mid Tower,Black,None,Acrylic,58.9,6,0,
Lian Li PC-X1000,ATX Mid Tower,Black,None,None,67.2,6,0,
Lian Li PC-B10,ATX Mid Tower,Black,None,None,47.5,4,0,
Lian Li PC-P80,ATX Full Tower,Black,None,None,88.7,6,0,
Lian Li PC-A71F,ATX Full Tower,Black,None,None,79.3,10,0,
Lian Li PC-B25F,ATX Mid Tower,Black,None,None,50.5,6,0,
Lian Li PC-B25FWB,ATX Mid Tower,Black,None,Acrylic,50.8,6,0,
Lian Li PC-P50WB,ATX Mid Tower,Black,None,Acrylic,50.6,3,0,
Lian Li PC-C39,HTPC,Black,None,None,16.6,2,0,
Lian Li PC-C37B,HTPC,Black,None,None,15.3,2,0,
Lian Li PC-C32B,HTPC,Black,None,None,37.4,4,0,
Lian Li PC-C33B,HTPC,Black,None,None,32.5,4,0,
Lian Li PC-C34F,HTPC,Black,None,None,30.7,4,0,
Lian Li PC-V1200Bplus II,ATX Mid Tower,Black,None,None,64.2,6,0,
Lian Li PC-V351,MicroATX Desktop,Silver,None,None,27.1,2,0,
Lian Li PC-V352,MicroATX Desktop,Silver,None,None,30.4,3,0,
Aerocool AeroRacer Pro-Red,ATX Mid Tower,Black / Red,None,None,34.8,4,0,
Aerocool Vx-e,ATX Mid Tower,Black,None,None,47.7,0,0,
Aerocool M40,MicroATX Mini Tower,Black,None,None,25.9,2,0,
Apevia X-Dreamer2,ATX Mid Tower,Black,420 W,Acrylic,40,5,0,
Apevia X-Gear,ATX Mid Tower,Silver,420 W,Acrylic,40.1,4,0,
Apevia X-Plorer,ATX Mid Tower,Black / Blue,None,Acrylic,40.3,4,0,
Apevia X-Alien,ATX Full Tower,Black,500 W,None,50.9,5,0,
Apevia MX-Pleasure,ATX Full Tower,Black,500 W,Acrylic,52.7,7,0,
Apevia X-Cruiser,ATX Mid Tower,Blue,None,Acrylic,41.2,5,0,
Apevia X-Cruiser2,ATX Mid Tower,Black / Silver,None,Acrylic,40.1,5,1,
Apevia X-Discovery,ATX Mid Tower,Black,None,Acrylic,41.2,4,1,
Apevia X-Jupiter G-Type,ATX Full Tower,Gray,None,None,66.3,6,1,
Apevia X-Plorer2,ATX Mid Tower,Black,450 W,None,39.2,5,0,
Apevia X-QPack,MicroATX Desktop,Black / Silver,420 W,Acrylic,22.7,2,0,
Apevia X-QPack,MicroATX Desktop,Black,420 W,None,22.7,2,1,
Apevia X-QPack2,MicroATX Desktop,Black / Blue,500 W,Acrylic,24.2,2,1,
Apevia X-Sniper G-Type,ATX Mid Tower,Black,None,Acrylic,44.4,3,0,
Apevia X-Telstar-Jr G-Type,ATX Mid Tower,Silver,None,Acrylic,42.3,3,0,
Apevia X-Telstar-Jr G-Type,ATX Mid Tower,Black,None,Acrylic,42.3,3,1,
Apevia X-Telstar-Jr S-Type,ATX Mid Tower,Silver,None,None,42.3,3,0,
NZXT M59 - 001BK,ATX Mid Tower,Black,None,Acrylic,43.1,7,5,
NZXT Guardian 921 RB,ATX Mid Tower,Black,None,Acrylic,,4,4,
NZXT Whisper,ATX Full Tower,Black,None,None,61.8,9,0,
HEC 6K28BB8F,MicroATX Mini Tower,Black,None,None,29.1,2,2,
Apex PC-373-C,ATX Mid Tower,Black,None,None,33.2,5,0,
HEC 6C28BS,ATX Mid Tower,Black / Silver,None,None,38.4,4,0,
HEC 7106BB,ATX Desktop,Black,None,None,28.7,2,0,
HEC 7K09BBA30FNRX,HTPC,Black,300 W,None,12.8,1,0,
HEC 7KJ9BBA30FNRX,HTPC,Black,300 W,None,12.8,1,0,
HEC 7KJ9,HTPC,Black,270 W,None,12.8,1,0,
HEC 6C28BB8SOH58,ATX Mid Tower,Black,585 W,None,,5,0,
HEC 6C28BBX585,ATX Mid Tower,Black,585 W,None,,5,1,
HEC 6C28BSX585,ATX Mid Tower,Black / Silver,585 W,None,38.4,4,0,
HEC 6C60BS,ATX Mid Tower,Black / Silver,None,None,38.4,4,0,
HEC 6K11BBOH48D,MicroATX Mini Tower,Black,485 W,None,29.1,1,0,
HEC 6K11BBX585,MicroATX Mini Tower,Black,585 W,None,29.1,1,0,
HEC 6K28BBOH48D,MicroATX Mini Tower,Black,485 W,None,29.1,2,0,
HEC 6K28BS,MicroATX Mini Tower,Black / Silver,None,None,29.1,2,0,
HEC 6K28BSOH48D,MicroATX Mini Tower,Black / Silver,485 W,None,29.1,2,0,
HEC 6K28BSX585,MicroATX Mini Tower,Black / Silver,585 W,None,29.1,2,0,
HEC 6K60BS,MicroATX Mini Tower,Black / Silver,None,None,29.1,1,0,
HEC 6K60BSX585,MicroATX Mini Tower,Black / Silver,585 W,None,29.1,1,0,
HEC 6T10BB,MicroATX Mini Tower,Black,None,None,24,1,0,
HEC 6T10BBHP485D,MicroATX Mini Tower,Black,485 W,None,24,1,0,
HEC 6T10BBHP585D,MicroATX Mini Tower,Black,585 W,None,24,1,0,
HEC 6T18BBHP485D,MicroATX Mini Tower,Black,485 W,None,21.6,1,0,
HEC 6XR8,ATX Mid Tower,Black,None,None,41.4,4,0,
HEC ITX200B,HTPC,Black / Silver,200 W,None,5.8,1,0,
Broadway Com Corp 1243MA,ATX Mini Tower,Black,500 W,None,20.8,2,0,
Broadway Com Corp 943PK,MicroATX Mid Tower,Black,500 W,None,25.5,4,0,
Broadway Com Corp FX,ATX Mid Tower,Black / Red,None,Acrylic,34.8,5,0,
Broadway Com Corp R-800,ATX Full Tower,Black,None,None,60.2,5,0,
Broadway Com Corp R-810,ATX Full Tower,Black,None,None,60.2,5,0,
Broadway Com Corp Runner,ATX Mid Tower,Black,None,Acrylic,38.1,6,0,
NZXT Apollo,ATX Mid Tower,Black,None,Acrylic,61.8,4,2,
NZXT Apollo,ATX Mid Tower,Silver / Black,None,Acrylic,61.8,4,1,
NZXT Beta Evo,ATX Mid Tower,Black,None,None,48.9,5,0,
NZXT Lexa Blackline,ATX Mid Tower,Black,None,Acrylic,65.4,5,0,
NZXT Hush,ATX Mid Tower,Silver,None,None,41.4,5,0,
NZXT Tempest EVO,ATX Mid Tower,White / Black,None,Acrylic,61.8,8,0,
Apex PC-302-C,ATX Mid Tower,Black / Silver,None,None,33.2,4,0,
Apex TX-518,MicroATX Mid Tower,Black,300 W,None,30,4,0,
Apex TX-373,MicroATX Mid Tower,Black,300 W,None,26.7,4,0,
Apex TX-519-35,MicroATX Mid Tower,Black,350 W,None,26.7,4,0,
Raidmax ATX-802BP,ATX Mid Tower,Black,450 W,None,42.1,4,0,
Athena Power CA-601B60,ATX Full Tower,Black,600 W,None,50.6,4,0,
Athena Power CA-1015CR25,MicroATX Slim,Black / Red,250 W,None,18.1,1,0,
Athena Power CA-1015CR30,MicroATX Slim,Black / Red,300 W,None,18.1,1,0,
Athena Power CA-1015CR40,MicroATX Slim,Black / Red,400 W,None,18.1,1,0,
