Name,Form Factor,Efficiency Rating,Wattage,Modular,Rating,Price
BFG BFGR650WGSPSU,ATX,,650 W,No,0,
BFG EX-1000,ATX,80+ Bronze,1000 W,Full,0,
BitFenix BFG GOLD,ATX,80+ Gold,550 W,Full,0,
BitFenix BFG GOLD ATX3.0,ATX,80+ Gold,750 W,Full,0,
BitFenix Formula Bronze,ATX,80+ Bronze,600 W,No,0,
BitFenix Formula Gold 450,ATX,80+ Gold,450 W,No,2,
BitFenix Formula Gold 550,ATX,80+ Gold,550 W,No,4,
BitFenix Formula Gold 650,ATX,80+ Gold,650 W,No,2,
BitFenix Formula Gold 750,ATX,80+ Gold,750 W,No,2,
BitFenix Fury,ATX,80+ Gold,550 W,Semi,2,
BitFenix Fury,ATX,80+ Gold,650 W,Semi,1,
BitFenix Whisper M,ATX,80+ Gold,850 W,Full,1,
BitFenix Whisper M,ATX,80+ Gold,750 W,Full,2,
BitFenix Whisper M,ATX,80+ Gold,550 W,Full,0,
Broadway Com Corp OKIA-BLACK-550,ATX,,550 W,No,0,
Broadway Com Corp OKIA-BLACK-600,ATX,,600 W,No,0,
Broadway Com Corp OKIA-BLACK-680,ATX,,680 W,No,0,
Broadway Com Corp P4-OKIA-550-RB,ATX,,550 W,No,0,
Chieftec ATMOS,ATX,80+ Gold,850 W,Full,0,197.49
Chieftec GPS-600A8,ATX,80+,600 W,No,0,
Chieftec GPS-700A8,ATX,80+ Bronze,700 W,No,0,
Chieftec iArena,ATX,80+ Bronze,500 W,No,0,
Chieftec Polaris,ATX,80+ Gold,650 W,Full,0,
Chieftec Polaris 3.0,ATX,80+ Gold,1050 W,Full,0,598.7
Chieftec Polaris Pro,ATX,80+ Platinum,1300 W,Full,0,
Chieftec PowerPlay Gold,ATX,80+ Gold,550 W,Full,0,
Chieftec PowerPlay GPU-FC,ATX,80+ Platinum,1200 W,Full,0,
Chieftec SILICON,ATX,80+ Bronze,650 W,Full,0,
Chieftec Stealth,ATX,80+ Platinum,1200 W,Full,0,
Chieftec Vega,ATX,80+ Gold,850 W,No,0,172.88
Chieftec Vega M,ATX,80+ Gold,850 W,Full,1,
Chieftec Vega M,ATX,80+ Gold,750 W,Full,0,163.83
Chieftec Vita,ATX,80+ Bronze,850 W,No,0,111.89
Chieftec Vita SM3,ATX,80+ Bronze,750 W,Semi,0,
Cooler Master 400W MasterWatt Lite 230V,ATX,80+,400 W,No,0,
Cooler Master 500W MasterWatt Lite 230V,ATX,80+,500 W,No,0,
Cooler Master 600W MasterWatt Lite 230V,ATX,80+,600 W,No,2,
Cooler Master 700W MasterWatt Lite 230V,ATX,80+,700 W,No,1,
Cooler Master B500,ATX,,500 W,No,3,
Cooler Master B500 ver.2,ATX,80+,500 W,No,3,
Cooler Master B600 ver. 2,ATX,80+,600 W,No,0,
Cooler Master Elite,ATX,,460 W,No,5,
Cooler Master Elite,ATX,,400 W,No,2,
Cooler Master Elite,ATX,,400 W,No,0,
Cooler Master Elite 400 V3,ATX,80+,400 W,No,1,
Cooler Master Elite Gold,ATX,80+ Gold,1000 W,Full,1,
Cooler Master Elite Gold,ATX,80+ Gold,1200 W,Full,0,
Cooler Master Elite NEX N400 230V,ATX,,400 W,No,0,
Cooler Master Elite NEX N500 230V,ATX,,500 W,No,0,
Cooler Master Elite NEX N600,ATX,,600 W,No,0,
Cooler Master Elite NEX N600 230V,ATX,,600 W,No,0,
Cooler Master Elite NEX N700,ATX,,700 W,No,0,
Cooler Master Elite NEX N700 230V,ATX,,700 W,No,0,
Cooler Master Elite NEX PN500 Peak,ATX,,500 W,No,0,
Cooler Master Elite NEX PN500 Peak 230V,ATX,,500 W,No,0,
Cooler Master Elite NEX PN600 Peak,ATX,,600 W,No,0,
Cooler Master Elite NEX PN600 Peak 230V,ATX,,600 W,No,0,
Cooler Master Elite NEX PN700 Peak,ATX,,700 W,No,0,
Cooler Master Elite NEX PN700 Peak 230V,ATX,,700 W,No,0,
Cooler Master Elite NEX PN800 Peak,ATX,,800 W,No,0,
Cooler Master Elite NEX PN800 Peak 230V,ATX,,800 W,No,0,
Cooler Master Elite NEX White W400,ATX,80+,400 W,No,0,
Cooler Master ELITE NEX White W400 230V,ATX,80+,400 W,No,0,
Cooler Master Elite NEX White W500,ATX,80+,500 W,No,0,
Cooler Master ELITE NEX White W500 230V,ATX,80+,500 W,No,0,
Cooler Master Elite NEX White W500 Black Mesh,ATX,80+,500 W,No,0,
Cooler Master Elite NEX White W500 Black Mesh 230V,ATX,80+,500 W,No,0,
Cooler Master Elite NEX White W600,ATX,80+,600 W,No,0,
Cooler Master ELITE NEX White W600 230V,ATX,80+,600 W,No,0,
Cooler Master Elite NEX White W600 Black Mesh,ATX,80+,600 W,No,0,
Cooler Master Elite NEX White W600 Black Mesh 230V,ATX,80+,600 W,No,0,
Cooler Master Elite NEX White W700,ATX,80+,700 W,No,0,
Cooler Master ELITE NEX White W700 230V,ATX,80+,700 W,No,0,
Cooler Master Elite NEX White W700 Black Mesh,ATX,80+,700 W,No,0,
Cooler Master Elite NEX White W700 Black Mesh 230V,ATX,80+,700 W,No,1,
Cooler Master Elite V2,ATX,,550 W,No,8,
Cooler Master Elite V3,ATX,80+,600 W,No,4,
Cooler Master Elite V3,ATX,,500 W,No,3,
Cooler Master Extreme 2,ATX,,525 W,No,4,
Cooler Master Extreme 2,ATX,,475 W,No,1,
Cooler Master eXtreme Power,ATX,,600 W,No,5,
Cooler Master eXtreme Power,ATX,,550 W,No,4,
Cooler Master eXtreme Power Plus,ATX,,700 W,No,2,
Cooler Master eXtreme Power Plus,ATX,,500 W,No,7,
Cooler Master eXtreme Power Plus,ATX,,460 W,No,0,
Cooler Master G Gold 550 V2,ATX,80+ Gold,550 W,No,0,
Cooler Master G Gold 650 V2,ATX,80+ Gold,650 W,No,0,
Cooler Master G Gold 750 V2,ATX,80+ Gold,750 W,No,1,
Cooler Master G450M,ATX,80+ Bronze,450 W,Semi,4,
Cooler Master G500,ATX,80+ Gold,500 W,No,0,
Cooler Master G550M,ATX,80+ Bronze,550 W,Semi,12,
Cooler Master G600,ATX,80+ Gold,600 W,No,1,
Cooler Master G650M,ATX,80+ Bronze,650 W,Semi,13,
Cooler Master G700,ATX,80+ Gold,700 W,No,0,
Cooler Master G750M,ATX,80+ Bronze,750 W,Semi,4,
Cooler Master G800,ATX,80+ Gold,800 W,No,1,
Cooler Master GX,ATX,80+,650 W,No,3,
Cooler Master GX,ATX,80+ Bronze,750 W,No,4,
Cooler Master GX,ATX,80+,750 W,Semi,6,
Cooler Master GX III GOLD,ATX,80+ Gold,750 W,Full,1,
Cooler Master GX III GOLD,ATX,80+ Gold,850 W,Full,0,
Cooler Master GXII,ATX,80+ Bronze,750 W,No,5,
Cooler Master GXII,ATX,80+ Gold,750 W,Full,0,
Cooler Master Hyper White,ATX,80+,600 W,No,0,
Cooler Master i500,ATX,80+ Bronze,500 W,No,8,
Cooler Master i600,ATX,80+ Bronze,600 W,No,3,
Cooler Master i700,ATX,80+ Bronze,700 W,No,3,
Cooler Master M2000,ATX,80+ Platinum,2000 W,Full,0,
Cooler Master M620,ATX,80+,620 W,Semi,0,
Cooler Master MasterWatt,ATX,80+ Bronze,650 W,Semi,21,
Cooler Master MasterWatt,ATX,80+ Bronze,750 W,Semi,17,
Cooler Master MasterWatt,ATX,80+ Bronze,450 W,Semi,0,
Cooler Master MasterWatt 550,ATX,80+ Bronze,550 W,Semi,29,
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,ATX,80+ Bronze,650 W,Semi,0,
Cooler Master MasterWatt 750 TUF Gaming Edition,ATX,80+ Bronze,750 W,Semi,1,
Cooler Master MasterWatt Lite 500W Full Range,ATX,80+,500 W,No,9,
Cooler Master MasterWatt Lite 600W Full Range,ATX,80+,600 W,No,0,
Cooler Master MasterWatt Maker,ATX,80+ Titanium,1200 W,Full,0,
Cooler Master MasterWatt Maker 1500 ,ATX,80+ Titanium,1500 W,Full,0,
Cooler Master MASTERWATT MAKER MIJ,ATX,80+ Titanium,1200 W,Full,0,
Cooler Master MasterWatt TUF Gaming Alliance,ATX,80+ Bronze,550 W,Semi,0,
Cooler Master MPW-5502-ACABW 230V,ATX,80+,550 W,No,1,
Cooler Master MWE,ATX,80+ Bronze,600 W,No,0,
Cooler Master MWE 400,ATX,80+,400 W,No,0,
Cooler Master MWE 450,ATX,80+,450 W,No,1,
Cooler Master MWE 500,ATX,80+,500 W,No,1,
Cooler Master MWE Bronze,ATX,80+ Bronze,500 W,No,1,
Cooler Master MWE Bronze,ATX,80+ Bronze,450 W,No,0,
Cooler Master MWE Bronze 550,ATX,80+ Bronze,550 W,No,0,
Cooler Master MWE BRONZE 550 V3,ATX,80+ Bronze,550 W,No,0,
Cooler Master MWE Bronze 550 V3 230V,ATX,80+ Bronze,550 W,No,0,
Cooler Master MWE Bronze 650,ATX,80+ Bronze,650 W,No,1,
Cooler Master MWE BRONZE 650 V3,ATX,80+ Bronze,650 W,No,0,
Cooler Master MWE Bronze 650 V3 230V,ATX,80+ Bronze,650 W,No,1,
Cooler Master MWE BRONZE 750 V3,ATX,80+ Bronze,750 W,No,1,
Cooler Master MWE Bronze 750 V3 230V,ATX,80+ Bronze,750 W,No,0,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,650 W,No,9,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,550 W,No,12,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,750 W,No,4,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,450 W,No,1,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,600 W,No,2,
Cooler Master MWE Bronze V2,ATX,80+ Bronze,500 W,No,0,
Cooler Master MWE Gold,ATX,80+ Gold,550 W,Full,9,
Cooler Master MWE Gold 1050 - V2,ATX,80+ Gold,1050 W,Full,0,
Cooler Master MWE Gold 1250 - V2,ATX,80+ Gold,1250 W,Full,0,
Cooler Master MWE Gold 550,ATX,80+ Gold,550 W,No,1,
Cooler Master MWE GOLD 550 V2,ATX,80+ Gold,550 W,No,0,
Cooler Master MWE GOLD 550 V2 FULL MODULAR,ATX,80+ Gold,550 W,Full,0,
Cooler Master MWE Gold 650,ATX,80+ Gold,650 W,Full,23,
Cooler Master MWE Gold 650,ATX,80+ Gold,650 W,No,1,
Cooler Master MWE GOLD 650 V2,ATX,80+ Gold,650 W,No,1,
Cooler Master MWE GOLD 650 V2 FULL MODULAR,ATX,80+ Gold,650 W,Full,2,
Cooler Master MWE Gold 750,ATX,80+ Gold,750 W,Full,32,
Cooler Master MWE Gold 750,ATX,80+ Gold,750 W,No,0,
Cooler Master MWE GOLD 750 V2,ATX,80+ Gold,750 W,No,0,
Cooler Master MWE GOLD 750 V2 FULL MODULAR,ATX,80+ Gold,750 W,Full,24,
Cooler Master MWE Gold 750 V3,ATX,80+ Gold,750 W,Full,4,91.99
Cooler Master MWE Gold 850 - V2,ATX,80+ Gold,850 W,Full,27,98.99
Cooler Master MWE GOLD 850 V2,ATX,80+ Gold,850 W,No,1,
Cooler Master MWE Gold 850 V3,ATX,80+ Gold,850 W,Full,3,89.99
Cooler Master MWE Gold V2 ATX 3.1,ATX,80+ Gold,850 W,Full,0,
Cooler Master MWE Gold V2 ATX3.0,ATX,80+ Gold,1050 W,Full,0,
Cooler Master MWE Gold V2 ATX3.0,ATX,80+ Gold,1250 W,Full,1,
Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA,ATX,80+ Gold,1050 W,Full,0,
Cooler Master MWE Gold V3,ATX,80+ Gold,650 W,No,2,
Cooler Master MWE Gold V3,ATX,80+ Gold,750 W,No,0,
Cooler Master MWE White V2,ATX,80+,550 W,No,3,
Cooler Master MWE White V2 230V,ATX,80+,400 W,No,0,
Cooler Master MWE White V2 230V,ATX,80+,650 W,No,1,
Cooler Master New GX,ATX,80+,550 W,No,1,
Cooler Master New GX,ATX,80+ Bronze,450 W,No,2,
Cooler Master RS,ATX,80+ Bronze,650 W,No,0,
Cooler Master Silent Pro Gold,ATX,80+ Gold,800 W,Semi,7,
Cooler Master Silent Pro Gold,ATX,80+ Gold,1200 W,Semi,3,
Cooler Master Silent Pro Gold,ATX,80+ Gold,1000 W,Semi,5,
Cooler Master Silent Pro Gold,ATX,80+ Gold,550 W,No,1,
Cooler Master Silent Pro Hybrid,ATX,80+ Gold,1300 W,Full,2,
Cooler Master Silent Pro Hybrid,ATX,80+ Gold,850 W,Full,0,
Cooler Master Silent Pro Hybrid,ATX,80+ Gold,1050 W,Full,1,
Cooler Master Silent Pro M,ATX,80+ Bronze,700 W,Full,11,
Cooler Master Silent Pro M,ATX,80+ Bronze,850 W,Semi,1,
Cooler Master Silent Pro M,ATX,80+ Bronze,1000 W,Semi,6,
Cooler Master Silent Pro M2,ATX,80+ Bronze,720 W,Semi,8,
Cooler Master Silent Pro M2,ATX,80+ Silver,1500 W,Semi,0,
Cooler Master Silent Pro M2,ATX,80+ Silver,1000 W,Semi,5,
Cooler Master Silent Pro M2,ATX,80+ Silver,850 W,Semi,7,
Cooler Master Silent Pro Platinum,ATX,80+ Platinum,550 W,Semi,0,
Cooler Master Silent Pro Platinum,ATX,80+ Platinum,1000 W,Semi,1,
Cooler Master Thunder,ATX,,600 W,No,3,
Cooler Master V Gold,ATX,80+ Gold,750 W,Full,1,
Cooler Master V Platinum V2,ATX,80+ Platinum,1600 W,Full,1,
Cooler Master V Platinum V2,ATX,80+ Platinum,1100 W,Full,0,208.99
Cooler Master V Semi-Modular,ATX,80+ Gold,550 W,Semi,3,
Cooler Master V Semi-Modular,ATX,80+ Gold,650 W,Semi,13,
Cooler Master V SFX Gold ATX 3.0,SFX,80+ Gold,850 W,Full,18,153.25
Cooler Master V SFX Gold ATX 3.0,SFX,80+ Gold,750 W,Full,0,
Cooler Master V SFX Gold ATX 3.0,SFX,80+ Gold,750 W,Full,1,
Cooler Master V SFX Gold ATX 3.1,SFX,80+ Gold,850 W,Full,1,
Cooler Master V SFX Gold ATX 3.1,SFX,80+ Gold,750 W,Full,0,
Cooler Master V SFX Platinum,SFX,80+ Platinum,1300 W,Full,0,
Cooler Master V SFX Platinum,SFX,80+ Platinum,1100 W,Full,4,
Cooler Master V SFX Platinum ATX 3.1,SFX,80+ Platinum,1100 W,Full,0,
Cooler Master V1000,ATX,80+ Gold,1000 W,Full,8,
Cooler Master V1000 Platinum,ATX,80+ Platinum,1000 W,Full,0,
Cooler Master V1200,ATX,80+ Platinum,1200 W,Full,1,
Cooler Master V1300 Platinum,ATX,80+ Platinum,1300 W,Full,0,
Cooler Master V450,ATX,80+ Gold,450 W,Semi,0,
Cooler Master V550,ATX,80+ Gold,550 W,Full,7,
Cooler Master V550 Gold V2,ATX,80+ Gold,550 W,Full,0,
Cooler Master V550 SFX GOLD,SFX,80+ Gold,550 W,Full,0,
Cooler Master V550 V2,ATX,80+ Gold,550 W,Full,4,
Cooler Master V550S,ATX,80+ Gold,550 W,Semi,0,
Cooler Master V650,ATX,80+ Gold,650 W,Full,9,
Cooler Master V650 Gold V2,ATX,80+ Gold,650 W,Full,1,
Cooler Master V650 SFX GOLD,SFX,80+ Gold,650 W,Full,11,
Cooler Master V650 V2,ATX,80+ Gold,650 W,Full,6,
Cooler Master V700,ATX,80+ Gold,700 W,Full,9,
Cooler Master V750,ATX,80+ Gold,750 W,Full,3,
Cooler Master V750 Gold i,ATX,80+ Gold,750 W,Full,2,
Cooler Master V750 Gold V2,ATX,80+ Gold,750 W,Full,3,
Cooler Master V750 SFX GOLD,SFX,80+ Gold,750 W,Full,19,139.99
Cooler Master V750 SFX GOLD,SFX,80+ Gold,750 W,Full,6,149.99
Cooler Master V750 V2,ATX,80+ Gold,750 W,Full,3,239.99
Cooler Master V850,ATX,80+ Gold,850 W,Full,13,
Cooler Master V850 Gold i,ATX,80+ Gold,850 W,Full,0,
Cooler Master V850 Gold V2,ATX,80+ Gold,850 W,Full,3,
Cooler Master V850 Platinum,ATX,80+ Platinum,850 W,Full,0,
Cooler Master V850 SFX GOLD,SFX,80+ Gold,850 W,Full,55,153.25
Cooler Master V850 SFX GOLD,SFX,80+ Gold,850 W,Full,12,158.09
Cooler Master V850 V2,ATX,80+ Gold,850 W,Full,6,
Cooler Master VSM,ATX,80+ Gold,750 W,Semi,5,
Cooler Master VSM,ATX,80+ Gold,650 W,Semi,4,
Cooler Master VSM,ATX,80+ Gold,550 W,Semi,2,
Cooler Master X Mighty 2000 230V,ATX,80+ Platinum,2000 W,Full,0,
Cooler Master X Silent Edge Platinum,ATX,80+ Platinum,850 W,Full,0,630.63
Cooler Master X Silent Edge Platinum 230V,ATX,80+ Platinum,1100 W,Full,0,
Cooler Master X Silent MAX,ATX,80+ Platinum,1300 W,Full,0,
Cooler Master XG650,ATX,80+ Platinum,650 W,Full,0,
Cooler Master XG650 Plus,ATX,80+ Platinum,650 W,Full,0,
Cooler Master XG750,ATX,80+ Platinum,750 W,Full,0,
Cooler Master XG750 Plus,ATX,80+ Platinum,750 W,Full,0,
Cooler Master XG850,ATX,80+ Platinum,850 W,Full,0,
Cooler Master XG850 Plus,ATX,80+ Platinum,850 W,Full,1,
CoolMax CA-300,ATX,,300 W,No,0,
CoolMax CA-350,ATX,,350 W,No,0,
CoolMax CA-400,ATX,,400 W,No,0,
CoolMax CA-450,ATX,,450 W,No,0,
CoolMax CL-500B,ATX,,500 W,No,0,48.5
CoolMax CL-700B,ATX,,700 W,No,1,69.98
CoolMax CT-450 ,ATX,,450 W,No,0,
CoolMax CU-600B,ATX,,600 W,Semi,0,
CoolMax CU-700B,ATX,,700 W,Semi,1,
CoolMax CUG-700B,ATX,,700 W,Full,0,
CoolMax CUG-950B,ATX,,950 W,Full,0,107.91
CoolMax CUL-650B,ATX,,650 W,Semi,0,
CoolMax CUL-750B,ATX,,750 W,Semi,1,
CoolMax CUL-850B,ATX,,850 W,Semi,0,
CoolMax CUL-950B,ATX,,950 W,Semi,0,
CoolMax CUQ-1200B,ATX,80+,1200 W,No,0,
CoolMax CUQ-1350B,ATX,80+,1350 W,No,0,
CoolMax CX-400B,ATX,,400 W,No,0,
CoolMax CX-550B,ATX,,550 W,No,0,
CoolMax CXI-600B,ATX,,600 W,No,0,
CoolMax I-500,ATX,,500 W,No,1,
CoolMax MP-550B,ATX,80+,550 W,No,1,
CoolMax NW-650B,ATX,,650 W,No,1,
CoolMax RM-1000B,ATX,,1000 W,No,0,112.4
CoolMax RM-750B,ATX,,750 W,No,0,
CoolMax V-400,ATX,,400 W,No,4,
CoolMax V-500,ATX,,500 W,No,1,
CoolMax V-600,ATX,,600 W,No,2,
CoolMax VL-600B,ATX,,600 W,No,0,
CoolMax ZP-1000B,ATX,80+ Bronze,1000 W,Semi,0,
CoolMax ZP-750B,ATX,80+ Bronze,750 W,Semi,0,
CoolMax ZP-850B,ATX,80+ Bronze,850 W,Semi,1,
CoolMax ZPG-1000B,ATX,80+ Gold,1000 W,Semi,0,
CoolMax ZPG-1200B,ATX,80+ Gold,1200 W,Semi,0,
CoolMax ZPG-500B,ATX,80+ Gold,500 W,No,0,
CoolMax ZU-1000B,ATX,80+ Bronze,1000 W,Semi,4,
CoolMax ZU-500B,ATX,80+ Bronze,500 W,Semi,1,
CoolMax ZU-600B,ATX,80+ Bronze,600 W,Semi,5,
CoolMax ZU-700B,ATX,80+ Bronze,700 W,Semi,2,
CoolMax ZU-800B,ATX,80+ Bronze,800 W,Semi,3,
CoolMax ZU-900B,ATX,80+ Bronze,900 W,Semi,0,
CoolMax ZX-500,ATX,80+,500 W,No,2,
CoolMax ZX-600,ATX,80+,600 W,No,2,
CoolMax ZX-700,ATX,80+,700 W,No,3,
Corsair AX1000,ATX,80+ Titanium,1000 W,Full,8,
Corsair AX1200,ATX,80+ Gold,1200 W,Full,21,
Corsair AX1200i,ATX,80+ Platinum,1200 W,Full,57,
Corsair AX1500i,ATX,80+ Titanium,1500 W,Full,10,
Corsair AX1500i 240V,ATX,80+ Titanium,1500 W,Full,0,
Corsair AX1600i,ATX,80+ Titanium,1600 W,Full,17,
Corsair AX650,ATX,80+ Gold,650 W,Full,2,
Corsair AX750,ATX,80+ Gold,750 W,Full,22,
Corsair AX760,ATX,80+ Platinum,760 W,Full,95,
Corsair AX760i,ATX,80+ Platinum,760 W,Full,21,
Corsair AX850,ATX,80+ Titanium,850 W,Full,16,
Corsair AX850,ATX,80+ Gold,850 W,Full,25,
Corsair AX860,ATX,80+ Platinum,860 W,Full,81,
Corsair AX860i,ATX,80+ Platinum,860 W,Full,58,
Corsair CS450M,ATX,80+ Gold,450 W,Semi,34,
Corsair CS550M,ATX,80+ Gold,550 W,Semi,61,
Corsair CS550M,ATX,80+ Gold,550 W,Semi,0,
Corsair CS650M,ATX,80+ Gold,650 W,Semi,42,
Corsair CS750M,ATX,80+ Gold,750 W,Semi,29,
Corsair CS850M,ATX,80+ Gold,850 W,Semi,4,
Corsair CV450,ATX,80+ Bronze,450 W,No,19,
Corsair CV550,ATX,80+ Bronze,550 W,No,15,
Corsair CV650,ATX,80+ Bronze,650 W,No,30,
Corsair CV750,ATX,80+ Bronze,750 W,No,5,
Corsair CX ,ATX,80+ Bronze,550 W,No,9,65.98
Corsair CX ,ATX,80+ Bronze,650 W,No,18,71.19
Corsair CX ,ATX,80+ Bronze,750 W,No,10,82.79
Corsair CX400,ATX,80+,400 W,No,0,
Corsair CX430,ATX,80+ Bronze,430 W,No,132,
Corsair CX-430 V3,ATX,80+ Bronze,430 W,No,2,
Corsair CX430M,ATX,80+ Bronze,430 W,Semi,147,
Corsair CX450 ,ATX,80+ Bronze,450 W,No,44,
Corsair CX450M ,ATX,80+ Bronze,450 W,Semi,145,
Corsair CX450M ,ATX,80+ Bronze,450 W,Semi,0,
Corsair CX500,ATX,80+ Bronze,500 W,No,141,
Corsair CX-500 V3,ATX,80+ Bronze,500 W,No,1,
Corsair CX500M,ATX,80+ Bronze,500 W,Semi,202,
Corsair CX550 ,ATX,80+ Bronze,550 W,No,39,
Corsair CX550F,ATX,80+ Bronze,550 W,Full,9,
Corsair CX550F,ATX,80+ Bronze,550 W,Full,6,
Corsair CX550M,ATX,80+ Bronze,550 W,Semi,173,
Corsair CX550M ,ATX,80+ Bronze,550 W,Semi,0,
Corsair CX600,ATX,80+ Bronze,600 W,No,126,
Corsair CX-600 V3,ATX,80+ Bronze,600 W,No,0,
Corsair CX600M,ATX,80+ Bronze,600 W,Semi,319,
Corsair CX650 ,ATX,80+ Bronze,650 W,No,26,
Corsair CX650F,ATX,80+ Bronze,650 W,Full,18,
Corsair CX650F,ATX,80+ Bronze,650 W,Full,17,
Corsair CX650M,ATX,80+ Bronze,650 W,Semi,150,
Corsair CX650M ,ATX,80+ Bronze,650 W,Semi,34,89.99
Corsair CX650M ,ATX,,650 W,Semi,0,79.98
Corsair CX750,ATX,80+ Bronze,750 W,No,49,
Corsair CX-750 V3,ATX,80+ Bronze,750 W,No,0,
Corsair CX750F,ATX,80+ Bronze,750 W,Full,8,
Corsair CX750F,ATX,80+ Bronze,750 W,Full,10,
Corsair CX750M ,ATX,80+ Bronze,750 W,Semi,32,59.99
Corsair CX750M ,ATX,,750 W,Semi,0,87.99
Corsair CX750M V2 ,ATX,80+ Bronze,750 W,Semi,13,
Corsair CX850M,ATX,80+ Bronze,850 W,Semi,11,
Corsair CX850M V2 ,ATX,80+ Bronze,850 W,Semi,1,
Corsair CXM,ATX,80+ Bronze,750 W,Semi,299,
Corsair G600,ATX,80+,600 W,No,2,
Corsair G700,ATX,80+,700 W,No,2,
Corsair G800,ATX,80+,800 W,No,2,
Corsair GS500,ATX,80+,500 W,No,0,
Corsair GS600,ATX,80+ Bronze,600 W,No,2,
Corsair GS700,ATX,80+ Bronze,700 W,No,8,
Corsair GS800,ATX,80+ Bronze,800 W,No,7,
Corsair GS800 2013 Edition,ATX,80+ Bronze,800 W,No,2,
Corsair HX1000,ATX,80+,1000 W,Semi,5,
Corsair HX1000 Platinum,ATX,80+ Platinum,1000 W,Full,34,
Corsair HX1000i,ATX,80+ Platinum,1000 W,Full,41,
Corsair HX1000i ,ATX,80+ Platinum,1000 W,Full,11,234.99
Corsair HX1000i ,ATX,80+ Platinum,1000 W,Full,7,
Corsair HX1000i SHIFT,ATX,,1000 W,Full / Side,0,309.5
Corsair HX1050,ATX,80+ Gold,1050 W,Semi,16,
Corsair HX1200 Platinum,ATX,80+ Platinum,1200 W,Full,46,
Corsair HX1200i,ATX,80+ Platinum,1200 W,Full,6,289.99
Corsair HX1200i,ATX,80+ Platinum,1200 W,Full,12,
Corsair HX1200i ,ATX,80+ Platinum,1200 W,Full,3,299.99
Corsair HX1200i SHIFT,ATX,,1200 W,Full / Side,0,396.48
Corsair HX1500i ,ATX,80+ Platinum,1500 W,Full,3,349.99
Corsair HX1500i ,ATX,80+ Platinum,1500 W,Full,4,449.99
Corsair HX1500i ,ATX,80+ Platinum,1500 W,Full,10,444.99
Corsair HX1500i SHIFT,ATX,,1500 W,Full / Side,0,449.99
Corsair HX620,ATX,80+,620 W,Full,2,
Corsair HX650,ATX,80+ Gold,650 W,Semi,20,
Corsair HX650,ATX,80+ Gold,650 W,Semi,5,
Corsair HX750,ATX,80+ Gold,750 W,Semi,77,
Corsair HX750,ATX,80+ Platinum,750 W,Full,1,
Corsair HX750,ATX,80+ Gold,750 W,Semi,70,
Corsair HX750 Platinum,ATX,80+ Platinum,750 W,Full,27,
Corsair HX750i,ATX,80+ Platinum,750 W,Full,30,
Corsair HX850,ATX,80+ Platinum,850 W,Full,1,
Corsair HX850,ATX,80+ Gold,850 W,Semi,39,
Corsair HX850 Platinum,ATX,80+ Platinum,850 W,Full,16,
Corsair HX850i,ATX,80+ Platinum,850 W,Full,34,
Corsair RM1000,ATX,80+ Gold,1000 W,Full,34,
Corsair RM1000e ,ATX,,1000 W,Full,12,147.77
Corsair RM1000e ,ATX,,1000 W,Full,6,174.99
Corsair RM1000e ,ATX,80+ Gold,1000 W,Full,76,
Corsair RM1000e ,ATX,80+ Gold,1000 W,Full,9,
Corsair RM1000i,ATX,80+ Gold,1000 W,Full,16,
Corsair RM1000x,ATX,80+ Gold,1000 W,Full,34,
Corsair RM1000x ,ATX,,1000 W,Full,49,179.99
Corsair RM1000x ,ATX,80+ Gold,1000 W,Full,123,
Corsair RM1000x SHIFT,ATX,80+ Gold,1000 W,Full / Side,9,187.99
Corsair RM1000x SHIFT,ATX,80+ Gold,1000 W,Full / Side,4,
Corsair RM1200e,ATX,80+ Gold,1200 W,Full,4,199.99
Corsair RM1200x SHIFT,ATX,80+ Gold,1200 W,Full / Side,11,194.99
Corsair RM1200x SHIFT,ATX,80+ Gold,1200 W,Full / Side,1,269.99
Corsair RM450,ATX,80+ Gold,450 W,Full,11,
Corsair RM550,ATX,80+ Gold,550 W,Full,21,
Corsair RM550x,ATX,80+ Gold,550 W,Full,38,
Corsair RM550x ,ATX,80+ Gold,550 W,Full,31,
Corsair RM550x ,ATX,80+ Gold,550 W,Full,1,
Corsair RM650,ATX,80+ Gold,650 W,Full,105,
Corsair RM650,ATX,80+ Gold,650 W,Full,7,
Corsair RM650 ,ATX,80+ Gold,650 W,Full,67,
Corsair RM650 ,ATX,80+ Gold,650 W,Full,28,
Corsair RM650e ,ATX,,650 W,Full,11,104.99
Corsair RM650i,ATX,80+ Gold,650 W,Full,26,
Corsair RM650x,ATX,80+ Gold,650 W,Full,78,
Corsair RM650x ,ATX,80+ Gold,650 W,Full,95,
Corsair RM650x ,ATX,80+ Gold,650 W,Full,15,
Corsair RM750,ATX,80+ Gold,750 W,Full,47,144.99
Corsair RM750,ATX,80+ Gold,750 W,Full,23,
Corsair RM750,ATX,80+ Gold,750 W,Full,130,
Corsair RM750 ,ATX,80+ Gold,750 W,Full,228,
